Ogrid,Name,Well Count,Inactive Wells,5.9 Compliance
282395,OGRID FOR SETTLEMENT,,,
16367,OGS OPERATING CO INC,,,
310497,"OGX OPERATING, LLC",,,
252435,OGX RESOURCES LLC,,,
95882,OHIO OIL CO,,,
33612,OIL & GAS ACCOUNTING DIV,,,
127535,OIL & GAS OPERATIONS,1,1,No
191135,OIL AND GAS JOURNAL EXCHANGE,,,
205109,OIL DEVELOPMENT CO OF TEXAS,,,
272089,OIL STATES OPERATING CORPORATION,,,
205123,OIL WELL DRILLING CO ETAL,,,
16381,OILFIELD PRODUCTION SERVICE INC,,,
16394,OILFIELD TRAINING CENTER FOUNDATION-ENMU-R,,,
374078,OILHORSE TRUCKING LLC,,,
16400,OK HOT OIL SERVICE INC,,,
16418,OK OPERATING CO,,,
16425,OKIE CRUDE CO,,,
154652,"OKIE OPERATING COMPANY, LTD.",,,
16443,OKLAHOMA OIL CO,,,
288499,"OLD GLORY SERVICE, LLC",,,
195314,OLD LOCO OIL CO,,,
16466,OLEN F FEATHERSTONE,,,
329493,OLEUM Energy LLC,,,
329296,OLIVAS TRANSPORT SERVICES INC.,,,
329674,Olivas Transport Services Inc.,,,
372102,OLIVER BROWN DBA OLIVER BROWN OIL,,,
16482,OLSEN ENERGY INC,,,
205156,OLSEN OILS INC,,,
16504,OLYMPIC OIL & GAS CORP,,,
153240,OLYMPIC TRADING AND TRANSPORTATION,,,
290805,OMAR SEPULVEDA DBA BLACK MAMBA TRUCK SERVICE,,,
16513,OMIMEX PETROLEUM INC,,,
282814,ONE SOURCE INDUSTRIAL SERVICES LLC,,,
328790,One Source Logistics LLC,,,
242855,ONE SOURCE TRANSPORTATION,,,
372031,"ONEENERGY PARTNERS OPERATING, LLC",,,
325828,"ONEENERGY PARTNERS OPERATING, LLC.",,,
315649,"ONEOK PERMIAN NGL OPERATING COMPANY, L.L.C.",,,
329190,ONERAPID TRANSPORTATION LLC,,,
371032,ONO'S SAND BLASTING & PAINTING LLC,,,
311845,"ONSHORE ROYALTIES, LLC",21,1,Yes
370630,OPAL RESOURCES II LLC,,,
371779,"OPAL RESOURCES OPERATING CO., LLC",,,
309485,"OPAL RESOURCES, LLC",,,
309478,"OPAL RESOURCES, LLC",,,
260647,OPS GROUP LIMITED PARTNERSHIP,,,
16530,ORBIT ENTERPRISES INC,,,
227083,"ORBIT PETROLEUM, INC.",,,
36712,ORBRIE LUMAN,4,1,Yes
148454,ORION OIL & GAS PROP,,,
16542,ORLA PETCO INC,1,0,Yes
16559,ORLA PETCO INC & HOPI DRILLING CO,,,
305920,ORMAT NEVADA INC.,,,
187498,ORRIS R. HEDGES,,,
373294,Ortegas Trucking LLC,,,
16575,ORVILLE S SLAUGHTER JR,,,
329971,Oryx Delaware Oil Transport LLC,,,
16587,ORYX ENERGY CO,,,
370019,"ORYX GAS GATHERING SERVICES, LLC",,,
307204,"ORYX MIDSTREAM SERVICES, LLC",,,
16616,OSBORN HEIRS CO,2,1,Yes
286974,OSCAR E. NIETO DBA GUERITOS TRUCKING SERVICES,,,
373712,OSCAR NAJERA DBA OSCAR TRUCKING,,,
372911,"OSTRICH OIL AND GAS, LLC",1,0,Yes
299036,OSVALDO OCHOA DBA OCHOAS TRUCKING,,,
328889,OSVALDO OCHOA DBA TRIPLE O TRUCKING,,,
16635,OTIS H SANDERS,,,
298530,OUTDOOR CREATIONS LANDSCAPING LLC,,,
290312,"OUTLAWS OILFIELD SERVICE, LLC",,,
292641,"OVERFLOW ENERGY, LLC",2,0,Yes
305233,OVERRIGHT TRUCKING INC.,,,
282327,Ovintiv USA Inc.,,,
16668,OWENS PET INC,,,
371820,"OWL LANDFILL SERVICES, LLC",,,
300843,"OWL OIL AND GAS, LLC",,,
308256,"OWL SWD OPERATING, LLC",,,
308339,"OWL SWD OPERATING, LLC",26,2,Yes
209103,OXBOW ENTERPRISES,,,
96681,OXY CITIES SERVICE NGL INC,,,
372389,OXY SENM GATHERING LP,,,
33719,OXY USA - GAS OPR & PUR,,,
96694,OXY USA INC,,,
16696,OXY USA INC,2322,0,Yes
320929,OXY USA INC,,,
711074,Oxy USA Inc,,,
33726,OXY USA INC - OIL,,,
153582,OXY USA INC.,,,
315329,OXY USA INC.,,,
194188,OXY USA WTP LIMITED PARNERSHIP(OIL),,,
236710,OXY USA WTP LIMITED PARTNERSHIP,,,
192463,OXY USA WTP LIMITED PARTNERSHIP,607,0,Yes
193029,OXY USA WTP LIMITED PARTNERSHIP,,,
197070,OXY USA WTP LIMITED PARTNERSHIP,,,
237815,OXY USA WTP LIMITED PARTNERSHIP,,,
96704,OXY USA WTP LIMITED PARTNERSHIP,,,
220364,OXY USA WTP LIMITED PARTNERSHIP,,,
314567,OXY USA WTP LIMITED PARTNERSHIP,,,
210954,OXY USA WTP LP,,,
74667,OXY USA WTP LTD PARTNERS & MRC DELAWARE RES.,,,
42043,OXY USA WTP LTD PARTNERS AND ANADARKO PETRO,,,
16717,OZARK EXPLORATION INC,,,
16739,P & M PETROLEUM MANAGEMENT,,,
16745,P & O TREATING PLANT,,,
153709,P & S BRINE SALE LP,,,
220351,P & W RESOURCES LLC,,,
372550,P O D SERVICES LLC,,,
264772,"P&D ENERGY, LLC",,,
16773,"P&O FALCO., INC.",,,
16788,P-R-O MANAGEMENT INC,3,0,Yes
372515,P.A.L.E. TRUCKING SERVICES LLC,,,
205272,PACE EXPLORATION INC,,,
373598,PACE TRUCKING LLC,,,
266533,"PACER ENERGY MARKETING, LLC",,,
371094,"PACER ENERGY, LLC",,,
262756,"PACHECO CONSTRUCTION & TRUCKING, INC.",,,
16797,"PACIFIC ATLANTIC MARKETING, INC.",,,
16801,PACIFIC ENTERPRISES OIL CO (USA),,,
33771,PACIFIC ENTERPRIZES OIL C,,,
193309,PACIFIC WESTERN LAND COMPANY,,,
307293,"PACK MULE EXPRESS, LLC",,,
164070,PALADIN ENERGY CORP,,,
226520,PALADIN ENERGY CORP.,,,
241214,"PALISADES ASSET HOLDING CO., LLC",,,
183069,"PALMER DEVELOPMENT, INC.",,,
25788,PALOMA BLANCA WELL SERVICE INC.,,,
16848,PALOMA RESOURCES INC,,,
16850,PAN AMERICAN PETROLEUM CORP,,,
161662,PANENERGY FIELD SERVICES INC,,,
16869,PANTERA ENERGY CO,,,
215256,PAR MINERALS CORPORATION,,,
16872,PARABO INC,,,
245376,PARALLEL PETROLEUM CORPORATION,,,
230387,PARALLEL PETROLEUM LLC,69,0,Yes
16883,PARAMOUNT PETROLEUM CORP,,,
126022,PARAMOUNT RESOURCES COMPANY,,,
225465,PARAWON OPERATING LLC,,,
16895,PARKER & PARKER OIL & GAS INC,,,
16914,PARKER & PARSLEY PETROLEUM CO,,,
141961,PARKER & PARSLEY PRODUCING L.P.,,,
245739,PARKER ENERGY SUPPORT SERVICES INC.,1,0,Yes
16929,PARKO INC,,,
16932,PARKO OIL,,,
9759,"PARRISH, H DWANE & RHONDA K",7,5,No
281047,"PARTNERS WATER HAULING, LLC",,,
130908,PATE TRUCKING CO INC,,,
173252,PATINA SAN JUAN INCORPORATED,,,
228337,"PATINA SAN JUAN, INCORPORATED",,,
224652,"PATINA SAN JUAN, INCORPORATED",,,
16958,PATOIL CORP,,,
370732,PATRICK HEGARTY,1,1,No
187009,PATRICK MCCOWN,,,
185656,PATRICK MCCOWN,,,
188566,PATTERSON OPERATING & PUMPING INC DBA/PENERGY,20,20,No
228750,PATTERSON PETROLEUM,,,
141928,PATTERSON PETROLEUM LLC,,,
173854,"PAUL AND SON CONSTRUCTION,INC.",,,
197685,PAUL HASKIN TRUSTEE,,,
250291,PAUL MUSSLEWHITE TRUCKING CO. DBA PMT LP,,,
17032,PAUL SLAYTON,,,
17040,PAULINE USHER,,,
17058,PEARSON SIBERT OIL CO OF TEXAS,,,
373214,Pecans Trucking LLC,,,
256337,"PECOS GATHERING & MARKETING, L.L.C.",,,
246798,"PECOS OPERATING COMPANY, LLC",,,
237621,PECOS PETROLEUM LLC,,,
215758,PECOS PRODUCTION COMPANY,1,0,Yes
17076,"PECOS RIVER GAS PLANT, LTD",,,
17081,PECOS RIVER OP INC,37,6,No
97977,PECOS RIVER OPERATING INC,,,
371081,"PECOS VALLEY ENERGY, LLC",,,
17101,PECOS VALLEY OIL INDUSTRIES INC,,,
149142,PED OIL CORP.,,,
267422,"PEDERNALES PRODUCTION, LP",,,
290496,PEDRO GARCIA DBA PETES WT,,,
197217,PEERLESS PETROLEUM,,,
17136,PELTO OIL CO,,,
311390,"PENASCO SERVICES, LLC",,,
145295,PENDRAGON ENERGY PARTNERS INC.,,,
306869,PENLEY OIL COMPANY,,,
370714,PENN TRANSPORT LLC,,,
17183,PENNZENERGY EXPLORATION AND PRODUCTION LLC,,,
17172,PENNZENERGY EXPLORATION AND PRODUCTION LLC,,,
17195,PENNZENERGY EXPLORATION AND PRODUCTION LLC,,,
17169,PENNZOIL CO,,,
17213,PENROC OIL CORP,285,6,No
279403,PENROC OIL CORPORATION,,,
158560,PENROC OIL CORPORATION,,,
17228,PENROSE PRODUCTION CO,,,
147380,PENWELL ENERGY INC,,,
225711,"PEOPLES ENERGY PRODUCTION-TEXAS, L.P.",,,
708110,"PERCUSSION PETROLEUM OPERATING, LLC",,,
371755,"PERCUSSION PETROLEUM OPERATING, LLC",,,
258128,"PEREGRINE PRODUCTION, LLC",,,
370810,PEREZ OILFIELD SERVICE LLC,,,
250633,"PERFORMANCE TRUCKING, LP",,,
196610,PERMA ENERGY MANAGEMENT CORPORATION,,,
372536,"PERMEX PETROLEUM COMPANY, LLC",24,6,No
373415,Permex Petroleum US Corporation,,,
17242,PERMIAN,,,
98387,PERMIAN BRINE SALES & SERVICE INC,,,
22841,PERMIAN CORP,,,
17259,PERMIAN OIL CO.,,,
328259,"Permian Oilfield Partners, LLC",2,0,Yes
25797,PERMIAN RESOURCES INC,,,
224443,"PERMIAN RESOURCES, INC.",,,
306958,"PERMIAN TDS, LLC",,,
265309,PERMIAN TRANSPORT AND TRADING,,,
269577,"PERMIAN TRANSPORT AND TRADING, LP",,,
191324,PERMIAN TREATING CHEMICALS,,,
373626,"Permian Water Solutions, LLC",17,8,No
26316,PERMOK OIL INC,3,2,No
98453,"PERRY & PERRY, INC.",,,
33901,PERRY R BASS,,,
17287,PERRY R. BASS,,,
17293,PETE MILLS,,,
187189,PETER SIEMENS,,,
208226,PETRO ATLAS CORPORATION,,,
17323,PETRO ENERGY INC,,,
17347,PETRO LEWIS CORP,,,
17360,PETRO LEWIS CORPORATION,,,
236452,PETRO MEX LLC,5,5,No
17385,PETRO SEARCH EXPLORATION CORP,,,
17392,PETRO SOURCE INC.,,,
37359,PETRO SOURCE PARTNERSHIP LIMITED,,,
17407,PETRO SOURCE PARTNERSHIP LIMITED,,,
33936,PETRO-THERMO CORP,,,
17435,PETROCORP INC,,,
241851,PETROGULF CORPORATION,,,
373806,Petrogulf Corporation,1,0,Yes
235288,PETROHAWK ENERGY CORPORATION,,,
194849,PETROHAWK OPERATING COMPANY,,,
17452,PETROLEUM CONSULTANTS INCORPORATED,,,
22855,PETROLEUM CORP,,,
17519,PETROLEUM EXPLORATION CO INC,,,
374138,"Petroleum Exploration Company Ltd., Limited P",101,7,No
17526,PETROLEUM PRODUCTION MANAGEMENT INC,,,
17544,PETROLEUM TECHNICAL SERVICES CO,,,
371666,PETROLIA ENERGY CORPORATION,38,24,No
194197,PETROTRAN CORPORATION,,,
370053,"PETROWATER SOLUTIONS, LLC",,,
98852,PETRUS OIL COMPANY,,,
256547,"PG ENTERPRISES, LLC",,,
373087,Phantom Trucking Services LLC,,,
17600,PHELPS DODGE REFINING CORP.,,,
191401,PHILLIP ENVIRONMENTAL,,,
707506,Phillips 66 - Houston Operations Center,,,
34019,PHILLIPS 66 COMPANY,,,
17682,PHILLIPS 66 NATURAL GAS & EL PASO NAT. GAS,,,
17698,PHILLIPS 66 NATURAL GAS CO.,,,
313978,PHILLIPS 66 PIPELINE LLC,,,
17625,PHILLIPS OIL CO,,,
99255,PHILLIPS PETROLEUM CO,,,
17643,PHILLIPS PETROLEUM CO,,,
99144,PHILLIPS PETROLEUM CO,,,
99290,PHILLIPS PETROLEUM CO,,,
99180,PHILLIPS PETROLEUM CO,,,
171660,PHILLIPS PETROLEUM CO,,,
17654,PHILLIPS PETROLEUM CO NW,,,
155672,PHILLIPS PETROLEUM COMPANY,,,
228365,PHILLIPS PIPE LINE COMPANY,,,
99311,PHILLIPS PIPELINE CO,,,
194008,PHILLLIPS PETROLEUM COMPANY,,,
172848,PHOENIX DISTRIBUTING CORP.,,,
188483,PHOENIX HYDROCARBONS OPERATING CORP,32,2,Yes
215781,"PICKETT HOLDINGS, INC.",,,
17710,PIEDRA ENERGY,,,
257234,"PIEDRA OPERATING, LLC",,,
17733,"PIERCE PRODUCTION COMPANY, LLC",7,2,Yes
195513,PIERCE RANCH,,,
371421,PIKES PEAK ENERGY SERVICES LLC,,,
373873,PILAR TRANSPORT LLC,,,
312824,PILOT TRAVEL CENTERS LLC,,,
370945,PIMA ENERGY LLC,,,
329999,"Pima Environmental Services, LLC",,,
154253,PINNACLE NATURAL GAS,,,
17741,PINNACLE NATURAL GAS CO,,,
142396,PINNACLE NATURAL GAS CP,,,
371150,PINNACLE RESERVES LLC,,,
371909,"PINNACLE RESOURCES & LOGISTICS, LLC",,,
370703,PINNERGY LTD DBA PINNERGY LIMITED PARTNERSHIP,,,
25801,PINON PETROLEUM INC.,,,
197408,PIONEER GAS PIPELINE INC,,,
36324,PIONEER NATURAL RESOURCES USA INC,,,
16903,PIONEER NATURAL RESOURCES USA INC,,,
370044,PIONEER OILFIELD SERVICES LLC,,,
133703,PIONEER RESOURCES PRODUCING L P,,,
273479,"PIPER ENERGY, LLC",,,
34037,PITCO PRODUCTION COMPANY,,,
17786,PITTS ENERGY CO,1,0,Yes
713205,"Plains All American GP, LLC a Delaware Corpor",,,
230197,PLAINS ALL AMERICAN PIPELINE,,,
34053,PLAINS MARKETING L.P.,,,
214984,"PLAINS MARKETING, L.P.",,,
231749,"PLAINS MARKETING, LP",,,
17805,PLAINS PETROLEUM OPER CO,,,
99742,PLAINS PETROLEUM OPERATING COMPANY,,,
99728,PLAINS PETROLEUM OPERATING COMPANY,,,
99730,PLAINS PETROLEUM OPERATING COMPANY,,,
286991,"PLAINS PIPELINE, L.P.",,,
240911,"PLAINS PIPELINE, L.P.",,,
195739,"PLAINS PIPELINE, L.P.",,,
248664,"PLAINS PIPELINE, L.P.",,,
245340,"PLAINS PIPELINE, LP",,,
713291,"PLAINS PIPELINE, LP",,,
231735,"PLAINS PIPELINE, LP",,,
17820,PLAINS RADIO PET CO,1,0,Yes
17811,PLAINS RADIO PETROLEUM CO,,,
237788,PLANTATION OPERATING LLC,,,
240536,"PLANTATION OPERATING, LLC",,,
17846,PLATEAU INCORPORATED,,,
227103,PLATINUM EXPLORATION INC,,,
232578,"PLATINUM EXPLORATION, INC.",,,
232097,"PLATINUM OIL PROPERTIES, LLC",,,
171052,PLAYA MINERALS & ENERGY INC,,,
17874,PLEMONS-ANGEL OIL CO,,,
265076,"PNL OPERATING, LLC",2,1,Yes
162328,PNM GAS SERVICES,,,
161610,PNM GAS SERVICES,,,
8503,PNM GAS SERVICES,,,
373121,POCO Resources LLC,67,11,No
205510,POE PROPERTIES,,,
372000,"POGO OIL & GAS OPERATING, INC",,,
326258,"POGO OIL & GAS OPERATING, INC.",,,
17891,POGO PRODUCING CO,,,
99834,POGO PRODUCING CO,,,
157220,POGO PRODUCING CO,,,
183624,POGO PRODUCING COMPANY,,,
223149,POGO PRODUCING COMPANY,,,
42920,POGO PRODUCING COMPANY,,,
233194,POGO PRODUCING COMPANY LLC,,,
256999,POGO PRODUCING COMPANY LLC,,,
162503,POGO PRODUCTION CO,,,
187454,"POLARIS OIL AND GAS, INC.",,,
17909,POLARIS PRODUCTION CORP,,,
17912,POLLUTION CONTROL INC,,,
17923,POLO OIL & GAS CO,,,
248481,PONDEROSA PETROLEUM CORPORATION,,,
305595,"PONDEROSA TRUCKING, LLC",,,
17934,PONTOTOC OIL CORP,,,
191637,POOL CO,,,
168182,POOL COMPANY TEXAS LTD,,,
99974,POOLE CHEMICAL COMPANY INC,,,
100000,POOLE LEASING INC,,,
289245,"POPS ENTERPRISES, LLC",,,
54800,PORFIRIO CISNEROS,,,
100043,PORTALES NATIONAL BANK,,,
17960,POTASH COMPANY OF AMERICA,,,
371708,POWER OF GRACE TRUCKING LLC,,,
296223,POWERFUELS OILFIELD SERVICES LLC,,,
17978,POWERLINE ENERGY,,,
288774,PPC OPERATING COMPANY LLC,,,
373602,"Prairie Field Services, LLC",,,
173235,"PRAIRIE SUN,INC.",,,
214263,PRE-ONGARD WELL OPERATOR,40,0,Yes
243261,"PREMIER NATURAL RESOURCES, LLC",,,
17985,PREMIER OIL & GAS INC,115,0,Yes
100363,"PREMIER OIL & GAS, INC.",,,
330072,Premier Trading and Transportation LLC,,,
187394,PRES-SEL DEVELOPMENT COMPANY,,,
183072,PRESCO INC,,,
288852,"PRESSURE SERVICES, LLC",,,
306340,"PRESTIGE OILFIELD SERVICES, LLC",,,
212226,"PRESTON EXPLORATION, LLC",,,
18026,PRIDE,,,
247867,PRIDE ENERGY CO. DBA PATRIOT WELL SERVICE LLC,,,
294276,PRIDE ENERGY COMPANY,,,
224504,PRIDE ENERGY COMPANY,,,
151323,PRIDE ENERGY COMPANY,43,1,Yes
18037,PRIDE OPERATING CO,,,
18044,PRIDE PIPELINE AND TRANSPORTATION,,,
18053,PRIDE PIPELINE CO,,,
280626,"PRIDE VENTURES, LLC",,,
329344,"Prima Exploration, Inc.",27,2,Yes
154303,PRIMAL ENERGY CORPORATION,10,10,No
297073,"PRIMAL ENERGY O & G, LLC",,,
100569,PRIMARY FUELS INC,,,
18080,PRIME ENERGY CORP,,,
18099,PRIME OPERATING CO,8,2,Yes
252261,PRIME OPERATING COMPANY,,,
330114,PRIME PARTNERS INC DBA PRIME ENERGY,,,
372255,PRIME ROCK RESOURCES LLC,,,
18100,PRIMERO OPERATING INC,13,1,Yes
153888,PRIMEXX OPERATING CORPORATION,,,
271475,PRIORITY ENERGY LLC,5,5,No
370729,"PRIZE EXPLORATION, LLC",,,
181403,PRIZE OPERATING COMPANY,,,
18118,PRO NM ENERGY INC,1,0,Yes
329235,PRO TRUCKING LLC,,,
195482,PRO WELL TESTING & WIRELINE INC,,,
18125,PRO-GAS OPERATING INC,,,
18131,PRO-GAS OPERATING INC,,,
191281,PRO-KEM INC,,,
269709,"PROBITY OPERATING, LLC",,,
296278,"PROBITY SWD, LLC",4,0,Yes
191240,PROCESS EQUIPMENT & SERVICE,,,
18154,PRODUCING ROYALTIES INC,,,
371912,PRODUCTION WASTE SOLUTIONS LLC,,,
168917,PROFESSIONAL OIL SERVICES INC.,,,
279440,"PROMETHEUS ENERGY CROUP, INC",,,
122811,PRONGHORN MANAGEMENT CORP,,,
37402,"PRONGHORN SWD SYSTEM,LTD.,CO.",,,
36792,PRONTRO PETROLEUM,,,
160022,PROSPECTIVE INVESTMENT AND TRADING CO (THE),,,
373149,"Proven Petroleum, Inc.",,,
12444,PROVIDENCE ENERGY SERVS INC.-KELTON OP CORP,42,1,Yes
18177,PSA PRODUCERS,,,
370613,PT & YEE SERVICES LLC,,,
18182,PUBCO PETROLEUM CORP,,,
197348,PUBLIC LANDS EXPLORATION CO INC,,,
100713,PUBLIC SERVICE CO OF NM,,,
168405,PUBLIC SERVICE CO. OF NM,,,
213141,PUBLIC SERVICE COMPANY OF NEW MEXICO (PNM),,,
18198,PUEBLO PETROLEUM INC,,,
18209,PUEBLO PETROLEUM INC.,,,
372501,PUMP GO TRUCKING LLC,,,
246069,"PUMPJAK OIL COMPANY, LLC",2,2,No
184878,PURE ENERGY GROUP,,,
236435,"PURE ENERGY OPERATING, INC.",1,1,No
373653,PURE ENERGY PLEXX SERVICES LLC,,,
205562,PURE OIL CO,,,
189071,PURE RESOURCES LP,,,
194062,"PURE RESOURCES, L.P.",,,
216387,"PURE RESOURCES, L.P.",,,
150628,"PURE RESOURCES, LP",,,
329882,"Purestream Services, LLC.",,,
328682,PURITY OILFIELD SERVICES LLC,,,
18212,PURVIS OIL CORP,,,
131559,PURVIS OPERATING CO,3,0,Yes
134857,PURVIS OPERATING CO,,,
220758,PXP GULF COAST LLC,,,
294873,"PYOTE WELL SERVICE, LLC",,,
18223,PYRAMID ENERGY INC,,,
18234,PYRO ENERGY CORP,,,
58095,Q PETER COURTNEY,,,
296446,QATAR LLC,,,
307115,QC ENERGY RES TX LLC DBA QC ENERGY RESOURCES,,,
298332,"QC ENERGY RESOURCES TEXAS, LLC",,,
23846,QEP ENERGY COMPANY,,,
280093,QUAD RESOURCES LLC,,,
191196,QUALITY OIL SERVICES INC,,,
18247,QUALITY PRODUCTION CORP,,,
262232,"QUALITY TRANSPORT, INC.",1,1,No
18256,QUANICO OIL & GAS INC,,,
243874,"QUANTUM RESOURCES MANAGEMENT, LLC",,,
279617,"QUANTUM RESOURCES MANAGEMENT, LLC",,,
36448,QUARLES DRILLING CORP,,,
372241,"QUATRO OSOS E&P, LLC",63,1,Yes
10461,QUAY VALLEY INC.,,,
153093,"QUEEN SAND OPERATING CO., INC.",,,
246804,"QUEST CHEROKEE, LLC",,,
18260,QUESTA OIL & GAS CO,,,
127292,QUESTAR ENERGY,,,
193909,QUICKSILVER RESOURES INC,,,
197726,QUINN N SOWELL,,,
36436,QUINTANA PETROLEUM SERVICES INC,,,
128490,R & C PETROLEUM INC,,,
18317,R & G DRILLING CO INC,,,
36525,R & R RESOURCES DIV,,,
191747,R & R SERVICE CO,,,
18322,R - J ENTERPRISES,4,4,No
205586,R B FARRIS,,,
18351,R B HONEYMAN JR,,,
18364,R C BENNETT CO,,,
18438,R E HIBBERT,,,
18457,R E SITTA JR,,,
205664,R H FULTON,,,
205697,R L BURNS CORP,,,
101294,R L THORNTON INTERESTS,,,
18535,R N AINSWORTH,,,
205735,R Q SILVERTHORNE,,,
205749,R R CAGLE,,,
174423,R S E PARTNERS-I LP,,,
198011,R W FILKEY PARTNERSHIP,,,
278407,"R W TRUCKING, LLC",,,
18613,R W WARNER,,,
328654,"R&R Royalty, Ltd.",,,
123041,R-J ENTERPRISES,,,
328526,R.C. & SONS LLC,,,
310885,"R360 PERMIAN BASIN, LLC",,,
289936,"R360 PERMIAN BASIN, LLC",1,0,Yes
330027,RA TRUCKING SERVICES LLC,,,
299220,RAACE TRUCKING LLC,,,
18659,RACHAEL EXPLORATION CORP,,,
304647,RAGING BULL OILFIELD SERVICES,,,
18675,RAINS PRODUCTION CO,,,
291581,"RAKER RESOURCES, LLC",,,
18687,RALPH C BRUTON,,,
18714,RALPH E WILLIAMSON,,,
18729,RALPH G ABBOTT,,,
205770,RALPH LOWE,,,
94741,RALPH NIX,,,
309777,RAM ENERGY LLC,88,55,No
101941,"RAM ENERGY, LLC.",,,
252733,"RAM SERVICES, INC.",,,
288868,"RAMIREZ ROUSTABOUT, LLC",,,
286676,RAMON A. GONZALEZ III DBA AWAAS TRUCKING,,,
248541,RAMON BONILLA DBA RB BACKHOE SERVICES,,,
279853,RAMON FERNANDEZ DBA FDZ TRUCKING,,,
372614,RAMON GUILLEN DBA J.A.G TRUCKING,,,
246140,RAMON PONCE JR. DBA BRONCO SERVICES,,,
233861,"RAMSEY GAS SYSTEM OPERATIONS, L.P.",,,
25815,RAND OIL & GAS INC.,,,
159123,RAND PAULSON ENERGY COMPANY,,,
249922,RANGE OPERATING NEW MEXICO INC,,,
226634,RANGE OPERATING NEW MEXICO INC,,,
227588,RANGE OPERATING NEW MEXICO LLC,,,
248201,"RANGE OPERATING NEW MEXICO, INC",,,
154060,RANGE PRODUCTION CO.,,,
173772,RANGE PRODUCTION COMPANY,,,
247557,RANGE RESOURCES CORP.,,,
167261,RANGE RESOURCES CORPORATION,,,
261166,"RANGER 40 PETROLEUM, LLC",2,0,Yes
140312,RANGER PETROLEUM CORPORATION,,,
259058,RANGER SERVICES LLC,,,
18808,RAPID TRANSPORT,,,
277852,RAPID TRANSPORT LP,,,
282948,"RAPID TRANSPORT, LTD",,,
195047,RAPTOR NATURAL PIPELINE LLC,,,
13382,RAPTOR NATURAL PIPELINE LLC,,,
162791,RAPTOR RESOURCES INC,,,
37529,RAULT PETROLEUM CORP,,,
18824,RAULT RESOURCES INC,,,
238469,"RAVEN OPERATING GROUP, INC.",,,
371846,"RAW OIL & GAS, INC.",,,
18833,RAY A PIERCE,2,0,Yes
205802,RAY SMITH DRILLING CO,,,
34345,RAY WESTAL OPER,,,
18862,RAY WESTALL,,,
241582,"RAY WESTALL OPERATING, INC.",,,
119305,"RAY WESTALL OPERATING, INC.",105,4,Yes
297999,"RAY WESTALL OPERATING, INC.",,,
101864,RAY WILLIS CONST & SUPPLY INC,,,
226660,RAYA ENERGY CORP.,4,4,No
330220,"RAYBAW Operating, LLC",,,
247383,RAYCOM MEDIA,,,
227921,RAYELLEN RESOURCES INC,,,
18879,RAYMOND T DUNCAN,,,
370507,RAZ OIL AND GAS L.L.C.,2,1,Yes
324154,RAZ OIL AND GAS L.L.C.,,,
34198,RB OPERATING CO,,,
18906,RBD-SHELBY AGENCY,,,
141342,RC RESOURCES CORP,,,
373851,RC TRANSPORT LLC,,,
315219,"RDL EXCAVATION AND CONSTRUCTION, LLC",,,
234165,READ & STEVENS,,,
18917,READ & STEVENS INC,124,3,Yes
101924,READ & STEVENS INC,,,
245329,"READ & STEVENS, INC.",,,
306443,READ OPERATING COMPANY LLC,,,
205837,READING & BATES OFFSHORE DRLNG CO,,,
205853,READING & BATES PETROLEUM,,,
153653,READY OIL & GAS,,,
267363,REALITY BASED MARKETING,,,
184550,"REATA RESOURCES, INC.",,,
226068,REATA RESOURCS INC,,,
370223,RED DIAMOND TRUCKING LLC,,,
187265,RED FEATHER OIL COMPANY,,,
18951,RED LAKE OIL CO,,,
370808,RED LINE OILFIELD SERVICE LLC,,,
34388,RED MOUNTAIN ASSOC,,,
329207,Red Sun Energy LLC,,,
216282,RED WILLOW PRODUCTION COMPANY,1,0,Yes
205880,REDFERN DEVELOPMENT CORP,,,
183551,"REDHORN ENERGY, L.L.C.",,,
34397,REDSTONE OIL & GAS CO,,,
18973,REDWOLF PRODUCTION INC,21,1,Yes
330211,Redwood Operating LLC,,,
154034,REDWOOD RESOURCES INC.,,,
195717,REEF CHEMICAL CORP,,,
246083,"REEF EXPLORATION, L.P.",,,
218501,REESE PARTNERSHIP,,,
187202,REEVES BROTHERS PETROLEUM,,,
18988,REEVES COUNTY SYSTEMS INC,,,
280258,REFUGIO HOLGUIN DBA HOLGUIN TRUCKING,,,
298751,REGENCY FIELD SERVICES LLC,,,
313040,REGENCY FIELD SERVICES LLC,,,
303555,"REGENCY FIELD SERVICES, LLC",,,
19009,REGENCY PET CO OF NM,,,
280240,"REGENERATION ENERGY, CORPORATION",8,0,Yes
210645,"REGENT OIL & GAS COMPANY, L.P.",,,
253499,REGINA OIL & GAS LLC,1,0,Yes
371618,RELIABLE PRODUCTION LLC,47,2,Yes
149441,"RELIANCE ENERGY, INC.",17,1,Yes
298559,"RELIANT E&P, LLC",,,
251905,RELIANT EXPLORATION AND PRODUCTION LLC,,,
258744,RELIANT PROCESSING LIMITED PARTNERSHIP,,,
370535,RELIANT TRANSPORTATION LTD,,,
329638,"Remediation & Environmental Xperts, LLC",,,
370922,"REMNANT OIL OPERATING, LLC",492,272,No
19012,REMO INC,,,
371323,"REMUDA ENERGY TRANSPORTATION, LLC",,,
286911,"REMUDA ENERGY TRANSPORTATION, LLC",,,
19034,REMUDA OPERATING CO,5,5,No
153436,RENAUD OIL CORPORATION,,,
373184,Rendon Trucking LLC,,,
