Ogrid,Name,Well Count,Inactive Wells,5.9 Compliance
280121,"HORIZON WELL SERVICE, LLC",,,
225243,HORSESHOE OPERATING INC.,30,0,Yes
155342,HOUSTON OIL & MINERALS CORP.,,,
246238,"HPOC, LLC",7,1,Yes
371698,"HPPC, INC.",68,2,Yes
373107,HR Logistics LLC,,,
131652,HRC INC,2,0,Yes
214167,"HRC, INC.",,,
155567,HS RESOURCES,,,
147186,HUDGINS CATTLE CO,,,
202893,HUDSON & HUDSON INC,,,
25111,HUDSON OIL COMPANY OF TEXAS,78,1,Yes
148976,HUGOTON ENERGY CORP.,,,
10795,HULEN H LEMON,,,
284204,HUMBERTO SANDOVAL DBA B & G TRUCKING,,,
10800,HUMBLE OIL & REFINING CO,,,
237745,"HUNGRY HORSE, LLC",,,
164726,HUNT CIMARRON LIMITED PARTNERSHIP,9,1,Yes
10825,HUNT OIL CO,,,
77722,HUNT OIL COMPANY,,,
153962,"HUNT PETROLEUM, INC.",,,
226737,HUNTER GAS GATHERING INC,,,
10831,HUNTER MIDKIFF,,,
208706,"HUNTINGTON ENERGY, LLC",24,6,No
195202,HUNTSMAN POLYMERS CORP,,,
197239,HUSKY OIL CO & GENERAL CRUDE OIL,,,
265259,"HVL ENERGY, LLC",,,
238341,"HYDRO PURE TECHNOLOGY, INC.",,,
191792,HYDROSTATIC PIPE SERVICE,,,
328846,HYDROSTEAM OILFIELD SERVICES LLC,,,
10866,I & W INC,1,0,Yes
150886,I & W INC,,,
306684,I & W OILFIELD SERVICES LLC,,,
10877,I & W TRANSPORTATION INC,,,
10882,I T PROPERTIES,,,
329877,IACX Production LLC,450,1,Yes
329556,"IACX Roswell, LLC",,,
327122,"IACX ROSWELL, LLC.",,,
37086,IBEX PARTNERSHIP INC,,,
178694,ICA ENERGY OPERATING LLC,,,
10902,"IDEAL BASIC INDUSTRIES, INC.",,,
77976,IMPERIAL AMERICAN MANAGEMENT CO,,,
212253,"IMPERIAL OIL PROPERTIES, INC.",1,0,Yes
373525,"IMPERIAL OILFIELD SERVICES, LLC",,,
217168,"IMPERIAL OPERATING COMPANY, LLC",,,
229464,"IMPERIAL PETROLEUM, INC.",,,
307600,"IMPETRO OIL & GAS, LLC",,,
373281,Impetro Operating LLC,4,0,Yes
10971,INCLINE RESERVES INC,,,
125355,INDEPENDENT PIPELINE CORPORATION,,,
32295,INDEPENDENT PIPLINE CORP,,,
10980,INDEPENDENT PRODUCERS MARKETING CO.,,,
372809,"INDUSTRIAL ECOSYSTEMS, INC.",,,
296489,INDUSTRIAL MECHANICAL INC,,,
11027,INEXCO OIL CO,,,
191734,INFAB INC,,,
196641,INFLOW OIL CO,,,
225789,INFLOW PETROLEUM RESOURCES LP,,,
11036,INLAND CORPORATION,,,
371891,INLAND CORPORATION,,,
240208,"INTEGRA PETROLEUM, INC.",,,
173866,"INTEGRITY OIL & GAS, INC.",,,
186654,INTER-CONTINENTAL ENERGY INC,,,
156301,INTERCOAST OIL & GAS COMPANY,,,
140805,INTERCOAST OIL AND GAS,,,
272943,INTERNATIONAL BANK,,,
11050,INTERNATIONAL CRUDE CORP.,,,
32325,INTERNORTH INC,,,
11072,INTERNORTH INC,,,
37164,INTERSTATE TRANSPORTERS,,,
11083,INTRASTATE GATHERING CORP.,,,
256772,"INTREPID OPERATING LTD., CO",,,
372681,"INTREPID POTASH - NEW MEXICO, LLC",2,0,Yes
174949,"INTREPID POTASH NM, LLC",,,
370584,INTREPID TRUCKING LLC,,,
329337,"Invito Operating, LLC",1,0,Yes
36817,IP PETROLEUM CO INC,,,
263958,IRON BUFFALO TRUCKING LLC,,,
328287,IRON HORSE SERVICES LLC,,,
287826,ISIDORO ESPARZA DBA WINDMILL TRUCKING,,,
178451,ISSACHAR ENERGY LLC,,,
300715,"ITERO ENERGY, INC.",,,
195498,IVAN WHITE,,,
328385,J & A TRUCKING LLC,,,
11830,J & G ENTERPRISE LTD. CO.,,,
11095,J & J SERVICE INC,12,1,Yes
296535,J & J TRANSPORT INC,,,
290081,J & L OILFIELD SERVICES LLC,,,
141465,J B ADAMSON,,,
157257,J B MARTINEZ,1,0,Yes
36577,J B TARVER,,,
153747,J C FISHER,,,
169822,J C WELL SERVICE,,,
120875,J C WILLIAMSON,,,
120887,J C WILLIAMSON,,,
11158,J C WILLIAMSON,,,
78436,"J CLEO & JAMES CLEO THOMPSON JR, L.P.",,,
11181,J CLEO THOMPSON,,,
113591,J CLEO THOMPSON,,,
244835,"J COOPER ENTERPRISES, INC.",1,1,No
11194,J D R LTD,,,
203043,J DON HUDGENS INC,,,
11211,J E HASELOFF & EIDSON RANCH INC,,,
133071,J F HERBIG OIL,,,
11238,J F MCADAMS,,,
11246,J FELIX HICKMAN,,,
123173,J HIRAM MOORE,,,
203119,J J TRAVIS,,,
32398,J L DAVIS,,,
11447,J L DAVIS,,,
197288,J L HARPER,,,
11321,J M HUBER CORP,,,
370438,"J M OILFIELD SERVICE, INCORPORATED",,,
11349,J M WELCH,,,
78582,J MCSHANE INC,,,
138720,J R ABRAHAM,,,
11384,J R CONE,,,
255864,"J R OIL, LTD. CO.",,,
256073,"J R OIL, LTD. CO.",31,0,Yes
11409,J RAY STEWART,,,
110903,J RAY STEWART,,,
186261,J THOMAS DEVELOPMENT OF NM INC,,,
78709,J W PEERY & EL PASO NAT GAS CO,,,
195303,J&L LANDFARM INC,,,
309662,"J&M OILFIELD SERVICES, LLC",,,
372761,J-MAVV TRANSPORT LLC,,,
225361,J. CLEO THOMPSON AND JAMES CLEO THOMPSON JR.,,,
46035,J. E. BEDINGFIELD,,,
372667,"J. E. S. OILFIELD SERVICES, LLC",,,
178137,J. GLENN TURNER,,,
329133,J.E.S. ENERGY LLC,,,
140293,J.G. O'CONNELL REV LIVING TRUST,,,
330095,J.G. Solis Corporation,,,
11456,J.M. PETROLEUM CORP.,,,
282035,"J.S. TRUCKING, INC.",,,
297611,JA OILFIELD SERVICES INC,,,
11460,JACK & PATRICIA PUGH,,,
11478,JACK A COLE,,,
11485,JACK D KNOX,2,1,Yes
197660,JACK F CONLEY,,,
203224,JACK F GRIMM,,,
36472,JACK HUFF,4,0,Yes
11506,JACK J GRYNBERG,,,
11492,JACK J. GRYNBERG,9,4,No
88722,JACK L MCCLELLAN,,,
11522,JACK L PHILLIPS CO.,,,
11539,JACK MARKHAM,,,
11545,JACK PHILLIPS,,,
11564,JACK PLEMONS,,,
11573,JADCO PURCHASING CORP.,,,
248295,JAIME CASTILLO DBA CASTILLO TRUCKING,,,
11588,JAKE L HAMON,,,
203311,JAL OIL CO,,,
25903,JALAPENO CORP,,,
26307,JALAPENO CORPORATION,8,0,Yes
256430,JAM OIL LLC,,,
197656,JAMES A TALLEY,,,
203338,JAMES BROWN & ASSOCIATES,,,
11608,JAMES H & KATHARINE L MOLL,,,
11624,JAMES L EVANS,,,
11633,JAMES L LUDWICK,,,
330176,"James Lake Midstream, LLC",,,
11655,JAMES N EVANS,,,
11700,JAN OIL CO,,,
135748,JANICE S DONALDSON,,,
262653,JAVIER ENRIQUEZ DBA J.E. TRUCKING,,,
308703,JAVIER F. ARZATE DBA ARZATE DIESEL SERVICE,,,
283044,JAVIER LARA DBA J & SONS TRANSPORT,,,
329605,JAY DAN LANDFARM LLC,,,
11718,JAY J HARRIS,,,
247692,"JAY MANAGEMENT COMPANY, LLC",49,15,No
328312,JB TRANSPORT LLC,,,
328571,JBL TRUCKING LLC,,,
139718,JEAN DOVERSPIKE,,,
197799,JEDCO OIL COMPANY,,,
11725,JEM RESOURCES INC,,,
11731,"JEM RESOURCES, INC.",,,
37008,JENEX OPERATING CO,,,
11743,JENKINS BROS DRILLING CO,,,
11766,JEROME P MCHUGH,,,
11777,JEROME P. MCHUGH,,,
298745,JERRY GONZALEZ DBA MAG OILFIELD SERVICES,,,
11782,JERRY W GUY & THURMAN F DUNCAN,,,
287366,JESUS & GLORIA HEREDIA DBA HEREDIA TRUCKING,,,
300302,JESUS BARRON REZA DBA 3 BROTHERS TRUCKING,,,
295508,JESUS E RAMIREZ,,,
290309,JESUS JANZEN DBA JANZEN TRUCKING,,,
297605,JESUS R BACA DBA RANDY TRUCKING,,,
311448,JESUS TREVIZO DBA CHAMPION OIL FIELD SERVICES,,,
11804,JET GAS CO INC,,,
213663,"JETTA OPERATING COMPANY, INC.",,,
374111,JFJ LANDFARM LLC,,,
11859,JICARILLA ENERGY CO,189,12,No
328378,JIEB TRUCKING LLC,,,
328580,"Jilpetco, Inc.",10,0,Yes
203488,JIM L SHARP,,,
99439,JIM PIERCE,9,9,No
283613,JIM'S WATER SERVICE OF COLORADO DBA JWS OF NM,,,
155791,JIM'S WATER SERVICE OF NEW MEXICO,,,
255448,JIM'S WATER SRVICE OF NEW MEXICO,,,
140058,JIMMIE B COOPER,,,
57153,JIMMIE T COOPER,,,
309798,JIMMY KEMP TRUCKING INC,,,
11887,JIMMY P HODGE,,,
168198,JIMMY ROBERSON ENERGY CORPORATION,,,
191149,JIMS WATER SERVICE,,,
258383,JJV OILFIELD SERVICES LLC,,,
163645,"JKM ENERGY, LLC",16,2,Yes
138393,JKR OIL & GAS INC,,,
230601,JM COX RESOURCES LP,,,
329430,JMG SERVICES LLC,,,
372464,"JMR SERVICES, LLC",,,
148202,JN EXPL & PROD LTD PARTNERSHIP,,,
286640,JOANN STRINGFIELD DBA STRINGFIELD TRUCKING,,,
140101,JOE B HOFF,,,
187367,JOE I. SALAZAR,,,
37594,JOE L TARVER,,,
11916,JOE MELTON DRLG CO INC,,,
11935,JOEL B BURR JR,,,
285523,JOEL PONCE DBA WILD HORSE ENERGY SERVICES,,,
260350,"JOEL PUGH OPERATING COMPANY, INC.",,,
113511,JOHN & MINOR GOOD THOMAS TRUST,,,
11952,JOHN A YATES JR,,,
11968,JOHN C PICKETT,,,
153680,JOHN CARANTA,,,
252682,JOHN CRAVEY DBA JRC PETROLEUM,,,
11996,JOHN E SCHALK,10,0,Yes
250539,JOHN E. MCCOOL,1,0,Yes
12008,JOHN F STAVER,,,
179172,JOHN H BURSON,,,
12024,JOHN H HENDRIX CORP,,,
79618,JOHN H HENDRIX CORP. & MICHAEL L KLEIN,,,
79625,JOHN H HENDRIX CORPORATION,,,
75383,JOHN H HENDRIX CORPORATION,,,
114810,JOHN H TRIGG,,,
79631,JOHN H TRIGG & PAULINE V TRIGG,,,
203536,JOHN J EISNER,,,
87344,JOHN J MARRON,,,
58316,JOHN L COX,,,
12079,JOHN L COX,,,
58321,JOHN L COX,,,
81117,JOHN M KELLY,,,
185408,JOHN R DORR,,,
36390,JOHN R PARISH,,,
12139,JOHN S GOODRICH,,,
203569,JOHN YURONKA,,,
12164,JOHNNY G JONES,,,
12173,JOHNSON & FRENCH OIL CO,,,
79889,JOHNSON CATTLE COMPANY,,,
372938,JOINT RESOURCES COMPANY,11,1,Yes
288145,JONATHAN SAMANIEGO DBA AMERICAN TRUCKING,,,
286208,"JONES TRUCKING AND SERVICES, LLC",,,
289222,JOSE A HERNANDEZ DBA BLACK GOLD OILFIELD SRVS,,,
256831,JOSE A. GONZALEZ DBA GLEZZ TRUCKING,,,
281443,JOSE AVALOS DBA I & W RENTAL SERVICES,,,
293286,JOSE G OLIVAS JR DBA MAJESTIC VACUUM & TRSPRT,,,
280135,JOSE HOLGUIN DBA JOSE HOLGUIN TRUCKING,,,
371136,JOSE LUIS SANTOS GALVAN DBA SANTOS-GALVAN TRU,,,
291904,JOSE MARRUFO DBA KING TRUCKING,,,
12231,JOSEPH B GOULD,,,
203595,JOSEPH I ONEILL JR,,,
269276,JOSEPH SANCHEZ DBA J&F PRODUCTION,1,1,No
190667,JOURNEY OPERATING LLC,,,
254880,JOY SHUBERT,,,
12254,JPH OIL PRODUCERS DBA JIMMY P HODGE,6,0,Yes
371029,"JR CONE OPERATING, LLC",8,0,Yes
328553,JRBJ TRUCKING LLC,,,
371600,JSJ LEE TRUCKING LLC,,,
328323,JST TRUCKING LLC,,,
297854,JT THREE TRUCKING LLC,,,
230426,JTD RESOURCES LLC,,,
295819,JUAN GARCIA DBA JUAN GARCIA TRANSPORT,,,
280472,JUAN URIAS DBA EMMANUEL TRUCKING,,,
175260,JUDAH OIL,,,
245872,JUDAH OIL LLC,31,0,Yes
259172,"JUDAH OIL, LLC",,,
371857,"JUDAH SWD, LLC",,,
43059,JULIAN ARD,,,
12277,JULIAN ARD,,,
290287,JULIO NAJERA DBA AMERICAN EAGLE OIL SERVICES,,,
12298,JULIUS CHODOROW,,,
226678,JUMBO AMERICAN PETROLEUM CORPORATION,3,0,Yes
147727,JUNE TAYLOR,,,
371654,"JUNIPER RESOURCES EXPLORATION COMPANY, LLC",14,1,Yes
370182,"JUNIPER TANKS, LLC",,,
12304,JUSTICE OIL CO,,,
370420,JUSTIN NORTHCUTT DBA JN SERVICES & SEPTIC PUM,,,
12328,K & R OIL & GAS,,,
141387,K A T PURCHASING INC,,,
80698,K BARNETT & SONS INC,,,
203629,K K AMINI,,,
228296,K P KAUFFMAN COMPANY INC,98,4,No
373355,"K&L Enterprises, LLC",,,
12359,K.B. KENNEDY ENGINEERING CO.,,,
12361,KAISER-FRANCIS OIL CO,155,2,Yes
80805,KAISER-FRANCIS OIL CO,,,
219649,KAISER-FRANCIS OIL COMPANY,,,
37514,KANEB OPERATING CO LTD,,,
12387,KANEB PRODUCTION CO,,,
309291,KASH OPERATING LLC,7,2,Yes
329428,KAT ENERGY SERVICES LLC,,,
329646,KAT Energy Services LLC.,,,
12402,KAY JAY OIL CO,,,
203632,KAY KIMBELL,,,
18596,KC RESOURCES INC,,,
122912,KC RESOURCES INC,,,
161859,KCS RESOURCES LLC,,,
372119,"KD TRUCKING, LLC",,,
370988,"KELLEY BROTHERS CONTRACTORS, INC.",,,
187425,KELLY BELL,,,
12419,KELLY H BAXTER,,,
12426,KELLY MACLASKEY OILFIELD SERVICES INC,,,
172092,KELLY OIL & GAS DBA KELLY STANDARD,,,
197771,KELLY-MOORE AND RADER OIL AND MINING COMPANY,,,
12437,KELT OIL & GAS INC,,,
32586,KELTON OPERATING CORP,,,
328213,"KEM Ventures, LP",15,2,Yes
195085,KEN BLACKFORD,,,
81218,KENAI OIL & GAS INC,,,
12453,KENDALL & ASSOCIATES,,,
138615,KENDRICK OIL COMPANY,,,
253010,"KENEMORE WELDING AND OILFIELD SERVICES, INC.",1,0,Yes
157211,KENNA WATER SALES,,,
12471,KENNEDY OIL CO INC,,,
197301,KENNETH M HANKINS,,,
208314,KENNETH TANK SERVICE,,,
141480,KENNETH TANK SERVICE,,,
185433,KENSON OPERATING COMPANY INC,,,
24426,KENT WALKER,,,
12529,KERN CO,,,
203658,KERN COUNTY LAND CO,,,
12540,KERNS OIL & GAS INC,,,
250384,"KERNS PETROLEUM, INC.",,,
178991,KERR MCGEE CORPORATION,,,
37499,KERR-MCGEE,,,
12558,KERR-MCGEE OIL & GAS ONSHORE LP,,,
12581,KERSEY & CO & E A HANSON,,,
12576,KERSEY & COMPANY,14,0,Yes
12594,KERSEY & DONOHUE,,,
166253,"KESTREL ENERGY, INC.",,,
12615,KEVIN O BUTLER,,,
12627,KEVIN O BUTLER & ASSOC INC,19,1,Yes
152025,"KEVIN O. BUTLER & ASSOCIATES, INC.",,,
239302,"KEVIN O. BUTLER & ASSOCIATES, INC.",,,
289021,KEVIN WALLACE DBA 3J TRUCKING,,,
81532,KEWANEE OIL COMPANY,,,
182097,"KEY ENERGY SERVICES, INC",,,
209522,"KEY ENERGY SERVICES, INC.",,,
19797,"KEY ENERGY SERVICES, LLC",7,1,Yes
271413,"KEY ENERGY SERVICES, LLC",,,
191168,"KEY ENERGY SERVICES,INC",,,
165583,KEY FOUR CORNERS INC,,,
148219,KEYSTONE ENERGY LLC,1,0,Yes
278293,"KEYSTONE EXPLORATION, LLC",1,1,No
269168,KEYSTONE PETROLEUM NM LLC,,,
306466,KICKIN 'A' TRUCKIN INC.,,,
329902,KIL-TEX OILFIELD SERVICES LLC,,,
370549,KILL IT SERVICES LLC,,,
203676,KIMBALL PROD CO,,,
81672,KIMBARK OIL & GAS CO,,,
12683,KIMBELL OIL CO OF TEXAS,26,3,No
152098,KIMLAR OIL COMPANY,4,4,No
295586,"KIMRAD TRANSPORT, LP",,,
12705,KINCAID & WATSON DRILLING CO,,,
34945,KINDER MORGAN CO2 CO. LP,,,
241427,"KINDER MORGAN PRODUCTION CO., L.P.",,,
241756,"KINDER MORGAN PRODUCTION COMPANY, L.P.",,,
12711,KINDRED PETROLEUM CO,,,
196409,KING ET AL,,,
373723,KING KAI TRUCKING LLC,,,
328708,KING LOGISTIC OIL LLC,,,
294602,KING OILFIELD SERVICES LLC,,,
203681,KING RESOURCES CO,,,
203704,"KINGREA,PENDLETN & REISER",,,
36121,KINLAW OIL CORP,,,
216330,KINNEY INCORPORATED,5,0,Yes
12757,KIRBY EXPLORATION CO OF TEXAS,,,
203713,KIRBY PETROLEUM CO,,,
144401,KK OIL COMPANY,,,
12789,"KLABZUBA OIL & GAS, INC.",,,
328275,KLM OILFIELD SERVICES LLC,,,
191619,KN ENERGY,,,
191415,KNIGHT OIL TOOLS,,,
370373,KNOCKOUT ROUSTABOUT SERVICES INC,,,
12791,KNOX INDUSTRIES INC,1,0,Yes
172717,KOCH EXPLORATION CO.,,,
213475,"KOCH EXPLORATION COMPANY, LLC",,,
234497,"KOCH EXPLORATION COMPANY, LLC",,,
12807,"KOCH EXPLORATION COMPANY, LLC",,,
12835,KOCH OIL CO,,,
12849,"KOCH OIL COMPANY OF TEXAS, INC.",,,
12816,KOCH PIPELINE COMPANY LP,,,
12852,KOCH SERVICE INC.,,,
250434,"KODIAK ENERGY, INC.",,,
272467,KODIAK OILFIELD SERVICES LLC,,,
257794,"KODIAK PETROLEUM (MONTANA), INC.",,,
256750,"KOJO ENERGY, INC.",,,
169864,KRYSTAL ENERGY INC,1,1,No
122755,KUKUI INC,,,
149678,KUKUI OPERATING COMPANY,,,
169427,KUTZ JACK,,,
371947,KYJU ENERGY TRANSPORT LLC,,,
82731,L & L CATTLE CO,,,
12884,L & T OIL CO,,,
12896,L B SIMMONS ENERGY INC,,,
180930,L E JONES OPERATING INC,14,2,Yes
32109,L G & E NATURAL GATH. & PROCESS.,,,
12942,L R FRENCH JR,,,
12961,L TEXAS ENTERPRISES INC,,,
272802,"L&E SERVICES, LLC",,,
374047,L&F OILFIELD SERVICE LLC,,,
266590,"LA PLATA DISPOSAL, LLC",,,
12987,LA PLATA GATHERING SYSTEM INC,2,0,Yes
82887,LABRADOR OIL COMPANY,,,
82921,LADD PETROLEUM CORP,,,
13005,LAGUNA GATUNA INC,,,
262637,"LAGUNA GRANDE, LLC",1,1,No
370890,"LAGUNA TRUCKING, LLC",,,
312071,LAKEWOOD MARKETING LLC,,,
305730,"LAKEWOOD TRANSPORTATION, LLC",,,
295966,LAMINA TRUCKING LLC,,,
370260,LAN MA'S OIL AND GAS LLC,69,47,No
248377,"LANCE OIL & GAS COMPANY, INC",,,
231377,"LANCE OIL & GAS COMPANY, INC.",,,
233140,"LANCE OIL & GAS COMPANY, INC.",,,
229938,"LANCE OIL & GAS COMPANY, INC.",,,
13046,LANEXCO INC,35,30,No
372728,LANEXCO INC. DBA LANEXCO NEW MEXICO,15,4,No
169525,LANG & MCEWEN,,,
13057,LANGHAM,,,
36756,LANKFORD OIL CO,,,
13063,LANTERN PET DIV OF COAST ENERGY GROUP,,,
32752,LANTERN PETROLEUM CORP,,,
13074,LAQUINTA OIL CO,,,
186571,LARIAT PETROLEUM INC.,,,
13089,LARIO OIL & GAS CO,,,
187340,LARRAZOLO AND CORNELL,,,
140094,LARRY A AND PATRICIA D JETER,,,
13091,LARRY F NEELY,,,
290537,LARRY MARKER DBA MARKER OIL,,,
13109,LARRY'S DRLG & PUMP CO INC,,,
227887,LAS ANIMAS NATURAL GAS COMPANY,,,
37010,LAS ANIMAS PRODUCTION CO,,,
328698,LASO TRUCKING LLC,,,
13123,LATCH OPERATIONS,,,
236014,"LATIGO PETROLEUM, INC",,,
232459,"LATIGO PETROLEUM, INC.",,,
227001,"LATIGO PETROLEUM, INC.",,,
239772,"LATIGO PETROLEUM, INC.",,,
287721,"LATINO'S EXPRESS LOGISTICS, LLC",,,
13147,LAURENCE C KELLY,,,
13156,LAWRENCE W RITTER,2,0,Yes
270358,LAWSON OPERATING LLC,,,
13178,LAYTON ENTERPRISES INC,,,
162164,"LAYTON ENTERPRISES, INC.",,,
294258,"LAZY S TRUCKING, LLC",,,
13185,LBO NEW MEXICO INC,,,
234667,"LCX ENERGY, LLC",,,
218885,"LCX ENERGY, LLC",,,
169888,"LEA COUNTY PRODUCTION CO., LLC",,,
306120,"LEA ENERGY SERVICES, LLC",,,
195376,LEA LAND INC,,,
219668,"LEAPARTNERS, LP",,,
372878,"LEASE HOLDERS ACQUISITIONS, INCORPORATED",13,10,No
13215,LEE M CRANE,3,0,Yes
240860,LEE ROBERSON,,,
295784,LEGACY LIGHT TOWER SERVICES LLC,,,
295802,LEGACY LLC,,,
294281,LEGACY RESERVES OPERATING LP,,,
240974,"LEGACY RESERVES OPERATING, LP",1020,26,No
237265,"LEGACY RESERVES, LP",,,
295074,"LEGEND NATURAL GAS III, LP",,,
252416,LEGENDARY SERVICES LLC,,,
373168,Legit Oilfield Service LLC,,,
36955,LEIGH OPERATING CO,,,
37106,LEO V SIMS,,,
329221,LEODANS TRUCKING LLC,,,
13250,LEOH MANAGEMENT CO,,,
197589,LEON DAVIS,,,
185744,LEON DEATON,,,
94631,LEONARD NICHOLS,,,
203989,LEONARD OIL CO,,,
91593,LEONARD R MITCHELL,,,
373543,LEONEL GONZALEZ DBA RED LION OILFIELD SERVICE,,,
224056,LEOPOLDO P BUSTAMANTE,,,
13295,LEROY SUMRULD,,,
371519,"LESSLEY SERVICES, LLC",,,
304829,"LEVINGSTON LOGISTICS, INC.",,,
224684,LEXON INSURANCE COMPANY,,,
9775,LG&E ENERGY MARKETING INC,,,
191598,LG&E NATURAL G&P CO,,,
257988,"LG&S OIL COMPANY, LLC",2,0,Yes
329319,"LH Operating, LLC",550,54,No
292573,"LIBERTY MAINTENANCE SERVICE, INC.",,,
26633,LIBERTY MUTUAL INSURANCE CO,,,
282193,"LIGHTNING DOCK GEOTHERMAL HI-01, LLC",,,
373500,LilyStream Water Solutions LLC,,,
255333,"LIME ROCK RESOURCES A, L.P.",,,
261810,"LIME ROCK RESOURCES A, LP",,,
310208,LIME ROCK RESOURCES II,,,
277558,"LIME ROCK RESOURCES II-A, L.P.",543,6,Yes
13343,LINDENMUTH & ASSOCIATES INC,5,0,Yes
225695,LINK ENERGY,,,
7440,"LINK ENERGY, LLC",,,
271620,"LINN ENERGY HOLDINGS, LLC",,,
270400,"LINN ENERGY HOLDINGS, LLC",,,
269324,"LINN OPERATING, LLC.",,,
204059,LION OIL CO,,,
297155,"LION OIL TRADING & TRANSPORTATION, LLC",,,
126133,LION PRODUCTION INC,,,
123122,"LION PRODUCTION, INC.",,,
373196,Lion Trucking LLC,,,
292370,LION'S TRANSPORT CORP.,,,
13354,LIONEL R LEVINSON,,,
13366,LIQUID ENERGY CORP,,,
243571,"LIQUID RESOURCE SERVICES, LLC",,,
223341,"LIQUID TRANSPORT TRUCKING,INC.",,,
152989,"LITTLE OIL AND GAS, INC.",,,
13377,LIVELY EXPLORATION CO,22,0,Yes
271783,"LIZARD OIL & GAS, LLC",,,
370661,"LLANO DISPOSAL, L.L.C.",4,0,Yes
147866,LLANO GRANDE PRODUCTION CO. INC.,,,
84908,LLANO INC,,,
13429,LLANO LAND & EXPLORATION CO,,,
5926,LLANO PRODUCTION COMPANY,,,
372279,"LLJ VENTURES, LLC DBA MARKER OIL & GAS",165,96,No
329097,LM Touchdown LLC,,,
13440,LOBO PRODUCTION,,,
36699,LOBO RESOURCES INC,,,
371544,LOBO WELL SERVICE INC,,,
13458,LOCKE-TAYLOR DRILLING CO,,,
214766,"LOCO HILLS GSF, LTD",3,0,Yes
13467,LOCO HILLS WATER DISPOSAL,,,
249351,"LODESTONE OPERATING, INC.",1,1,No
287123,"LOGOS CAPITAL MANAGEMENT, LLC",,,
308053,"LOGOS OPERATING, LLC",,,
289408,"LOGOS OPERATING, LLC",1229,7,Yes
321818,"LOGOS OPERATING, LLC",,,
300547,"LOGOS RESOURCES, LLC",,,
371040,"LONE STAR CRUDE, LLC",,,
161485,"LONE STAR OIL & GAS, INC.",,,
204087,LONE STAR PRODUCING CO,,,
232512,LONE WOLF NEW MEXICO LLC,,,
22824,LONG TRUST,,,
326665,"LONGFELLOW ENERGY, LP",,,
372210,"LONGFELLOW ENERGY, LP",63,0,Yes
179484,LONGHORN DISPOSAL INC,,,
371435,"LONGMAN OILFIELD SERVICES, LLC",,,
371242,"LONGWOOD MIDSTREAM DELAWARE, LLC",,,
328786,"Longwood RB Pipeline II, LLC",,,
372018,"LONGWOOD RB PIPELINE, LLC",,,
328484,"LONGWOOD WATER MANAGEMENT COMPANY, LLC",,,
13508,LONNIE J BUCK,,,
191817,LOS ALAMOS NATIONAL LABS,,,
261071,LOS LOBOS RENEWABLE POWER LLC,,,
127405,"LOSEE, CARSON, HAAS & CARROLL, P.A.",,,
236040,"LOTHIAN OIL TEXAS I, INC.",,,
240210,LOTHIAN OIL TEXAS INC.,,,
192446,LOUIE LUCERO,,,
13533,"LOUIS B. BURLESON, INC.",,,
13541,LOUIS DREYFUS NATURAL GAS CORP,,,
554,LOUIS DREYFUS NATURAL GAS INC,,,
232051,"LOUISIANA ENERGY SERVICES, L.P.",,,
210510,"LOURAY OIL COMPANY, LLC",,,
288122,LOURDES LOPEZ DBA JA OILFIELD SERVICE,,,
145752,LOWRY HAGERMAN,,,
329953,"LPC Crude III, LLC",,,
330036,"LPC Crude III, LLC",,,
703379,"LPC CRUDE OIL MARKETING, LLC",,,
214754,"LPC CRUDE OIL, INC",,,
303688,"LRE OPERATING, LLC",,,
147831,Lucid Artesia Company,1,0,Yes
371960,"LUCID ENERGY DELAWARE, LLC",,,
372422,"LUCID ENERGY DELAWARE, LLC",1,0,Yes
703107,"LUCID ENERGY DELAWARE, LLC",,,
704047,"Lucid Energy Delaware, LLC",,,
13579,LUCILLE F MCKINLEY,,,
191232,LUCKY SERVICES INC,,,
13622,LUTHER W MCNEELY,,,
187504,LYLE A GARNER,,,
175071,"LYNX OPERATING CO., INC.",8,1,Yes
13645,LYNX PETROLEUM CONSULTANTS INC,1,0,Yes
141852,M & G DRLG CO INC,77,1,Yes
13664,M & G OIL INC,,,
288993,"M & J DUMPTRUCK & BACKHOE SERVICES, INC.",,,
329459,M & K OILFIELD TRANSPORT LLC,,,
154797,M & L ENTERPRISES A PARTNERSHIP,,,
13673,M & M PRODUCTION & OPERATION,61,27,No
289780,"M & R TRUCKING, INC.",,,
13688,M & W OF LOVINGTON INC,,,
374056,M & Y TRUCKING LLC,,,
291913,M ANCHONDO DBA MARIO ANCHONDO & SONS TRUCKING,,,
373341,M and L Trucking Oil Services,,,
264326,"M AND S SERVICE, INC.",,,
13707,M BRAD BENNETT INC,,,
13721,M C GANDY & DALE GANDY,,,
160190,M E W ENTERPRISE,42,0,Yes
219120,M E W ENTERPRISES,,,
86071,M M M PETROLEUM,,,
149433,M R DRILLING COMPANY,,,
13796,M R SCHALK,5,0,Yes
13819,M W PETROLEUM CORP.,,,
329110,M&J TRANSPORT & WELDING LLC,,,
294619,"M&M ENERGY, LLC",3,0,Yes
297512,"M&M OIL, LLC",6,0,Yes
37041,M-T PETROLEUM INC,,,
204240,MABEE PETROLEUM CO,,,
13837,MACK ENERGY CORP,398,8,No
224482,MACK ENERGY CORPORATION,,,
86143,MACK ENERGY CORPORATION,,,
244010,"MACK'S DRILLING, INC.",,,
