County,State,Year,Population,Population Change,Total Population Change,Births,Deaths,International Immigration,Net Domestic Migration
Eastland County, Texas,1985,20562,-2.2161,-466,291,292,,
Eastland County, Texas,1986,20324,-1.1575,-238,258,272,,
Eastland County, Texas,1987,19844,-2.3617,-480,244,270,,
Eastland County, Texas,1988,19336,-2.56,-508,229,279,,
Eastland County, Texas,1989,18761,-2.9737,-575,192,281,,
Eastland County, Texas,1990,18488,-1.4551,-273,137,206,,
Eastland County, Texas,1991,18363,-0.6761,-125,232,291,,
Eastland County, Texas,1992,18159,-1.1109,-204,229,308,6,-199
Eastland County, Texas,1993,18222,0.3469,63,234,263,7,18
Eastland County, Texas,1994,18148,-0.4061,-74,222,283,7,-89
Eastland County, Texas,1995,18357,1.1516,209,211,290,24,188
Eastland County, Texas,1996,18383,0.1416,26,233,318,16,25
Eastland County, Texas,1997,18323,-0.3264,-60,223,280,34,-111
Eastland County, Texas,1998,18301,-0.1201,-22,226,270,30,-97
Eastland County, Texas,1999,18197,-0.5683,-104,228,287,23,-102
Eastland County, Texas,2000,18297,0.5495,100,,,,
Eastland County, Texas,2001,18061,-1.2898,-236,192,307,48,-189
Eastland County, Texas,2002,18252,1.0575,191,222,287,45,181
Eastland County, Texas,2003,18333,0.4438,81,245,256,42,31
Eastland County, Texas,2004,18442,0.5946,109,219,292,36,123
Eastland County, Texas,2005,18533,0.4934,91,239,294,38,77
Eastland County, Texas,2006,18545,0.0647,12,239,258,38,-51
Eastland County, Texas,2007,18636,0.4907,91,218,244,37,40
Eastland County, Texas,2008,18520,-0.6225,-116,265,245,36,-169
Eastland County, Texas,2009,18497,-0.1242,-23,244,247,37,-74
Eastland County, Texas,2010,18583,0.4649,86,48,47,2,11
Eastland County, Texas,2011,18582,-0.0054,-1,220,267,11,24
Eastland County, Texas,2012,18459,-0.6619,-123,184,230,24,-97
Eastland County, Texas,2013,18279,-0.9751,-180,178,257,23,-124
Eastland County, Texas,2014,18257,-0.1204,-22,214,256,14,8
Eastland County, Texas,2015,18152,-0.5751,-105,213,275,22,-63
Eastland County, Texas,2016,18240,0.4848,88,209,271,12,139
Eastland County, Texas,2017,18294,0.2961,54,207,248,3,94
Eastland County, Texas,2018,18319,0.1367,25,202,239,2,60
Eastland County, Texas,2019,18360,0.2238,41,187,245,0,99
Ector County, Texas,1970,92660,,,,,,
Ector County, Texas,1971,93600,1.0145,940,,,,
Ector County, Texas,1972,94500,0.9615,900,,,,
Ector County, Texas,1973,93300,-1.2698,-1200,,,,
Ector County, Texas,1974,96700,3.6442,3400,,,,
Ector County, Texas,1975,99600,2.999,2900,,,,
Ector County, Texas,1976,102400,2.8112,2800,,,,
Ector County, Texas,1977,104700,2.2461,2300,,,,
Ector County, Texas,1978,108200,3.3429,3500,,,,
Ector County, Texas,1979,111400,2.9575,3200,,,,
Ector County, Texas,1980,115374,3.5673,3974,,,,
Ector County, Texas,1981,123418,6.9721,8044,,,,
Ector County, Texas,1982,135501,9.7903,12083,3222,805,,
Ector County, Texas,1983,138041,1.8745,2540,3256,821,,
Ector County, Texas,1984,134006,-2.923,-4035,2955,788,,
Ector County, Texas,1985,133225,-0.5828,-781,2883,798,,
Ector County, Texas,1986,133588,0.2725,363,2749,823,,
Ector County, Texas,1987,125180,-6.294,-8408,2429,805,,
Ector County, Texas,1988,122067,-2.4868,-3113,2323,801,,
Ector County, Texas,1989,119722,-1.9211,-2345,2355,822,,
Ector County, Texas,1990,118934,-0.6582,-788,1745,619,,
Ector County, Texas,1991,119955,0.8585,1021,2315,840,,
Ector County, Texas,1992,121027,0.8937,1072,2447,872,265,-573
Ector County, Texas,1993,121018,-0.0074,-9,2294,900,306,-1524
Ector County, Texas,1994,121258,0.1983,240,2214,945,279,-1107
Ector County, Texas,1995,121017,-0.1987,-241,2123,949,317,-1551
Ector County, Texas,1996,121519,0.4148,502,2082,920,479,-945
Ector County, Texas,1997,121749,0.1893,230,2194,979,475,-1351
Ector County, Texas,1998,123544,1.4743,1795,2274,973,398,348
Ector County, Texas,1999,122450,-0.8855,-1094,2250,989,386,-2769
Ector County, Texas,2000,121123,-1.0837,-1327,,,,
Ector County, Texas,2001,120802,-0.265,-321,2180,969,201,-1400
Ector County, Texas,2002,122199,1.1564,1397,2229,1034,190,-80
Ector County, Texas,2003,122739,0.4419,540,2309,1074,161,-1026
Ector County, Texas,2004,124163,1.1602,1424,2331,1086,144,-75
Ector County, Texas,2005,125378,0.9786,1215,2292,1093,147,-275
Ector County, Texas,2006,127476,1.6733,2098,2326,1115,139,627
Ector County, Texas,2007,130459,2.34,2983,2605,1123,119,1185
Ector County, Texas,2008,133064,1.9968,2605,2599,1150,110,747
Ector County, Texas,2009,136930,2.9054,3866,2508,1098,109,1904
Ector County, Texas,2010,137130,0.1461,200,578,218,-27,-411
Ector County, Texas,2011,139642,1.8318,2512,2407,1241,8,1388
Ector County, Texas,2012,144495,3.4753,4853,2587,1112,130,3139
Ector County, Texas,2013,149656,3.5717,5161,2845,1180,173,3233
Ector County, Texas,2014,154588,3.2956,4932,3039,1149,311,2644
Ector County, Texas,2015,159903,3.4382,5315,3168,1202,417,2886
Ector County, Texas,2016,157858,-1.2789,-2045,2907,1147,435,-4258
Ector County, Texas,2017,156951,-0.5746,-907,2717,1196,343,-2786
Ector County, Texas,2018,161960,3.1914,5009,2885,1262,268,3106
Ector County, Texas,2019,166223,2.6321,4263,2915,1228,238,2324
Eddy County, New Mexico,1970,41119,,,,,,
Eddy County, New Mexico,1971,40600,-1.2622,-519,,,,
Eddy County, New Mexico,1972,41000,0.9852,400,,,,
Eddy County, New Mexico,1973,40900,-0.2439,-100,,,,
Eddy County, New Mexico,1974,41100,0.489,200,,,,
Eddy County, New Mexico,1975,42700,3.8929,1600,,,,
Eddy County, New Mexico,1976,45000,5.3864,2300,,,,
Eddy County, New Mexico,1977,45600,1.3333,600,,,,
Eddy County, New Mexico,1978,46600,2.193,1000,,,,
Eddy County, New Mexico,1979,47300,1.5021,700,,,,
Eddy County, New Mexico,1980,47855,1.1734,555,,,,
Eddy County, New Mexico,1981,49737,3.9327,1882,,,,
Eddy County, New Mexico,1982,52233,5.0184,2496,1063,410,,
Eddy County, New Mexico,1983,53266,1.9777,1033,1090,435,,
Eddy County, New Mexico,1984,52581,-1.286,-685,975,459,,
Eddy County, New Mexico,1985,52477,-0.1978,-104,908,464,,
Eddy County, New Mexico,1986,52453,-0.0457,-24,881,469,,
Eddy County, New Mexico,1987,50586,-3.5594,-1867,807,475,,
Eddy County, New Mexico,1988,48932,-3.2697,-1654,738,470,,
Eddy County, New Mexico,1989,48004,-1.8965,-928,754,462,,
Eddy County, New Mexico,1990,48605,1.252,601,577,346,,
Eddy County, New Mexico,1991,49760,2.3763,1155,822,489,,
Eddy County, New Mexico,1992,50998,2.4879,1238,844,470,84,926
Eddy County, New Mexico,1993,51812,1.5961,814,811,506,97,555
Eddy County, New Mexico,1994,52337,1.0133,525,847,525,101,233
Eddy County, New Mexico,1995,52308,-0.0554,-29,811,512,87,-304
Eddy County, New Mexico,1996,52374,0.1262,66,793,490,86,-179
Eddy County, New Mexico,1997,52323,-0.0974,-51,779,525,110,-292
Eddy County, New Mexico,1998,52569,0.4702,246,819,558,95,-33
Eddy County, New Mexico,1999,52192,-0.7172,-377,793,560,83,-645
Eddy County, New Mexico,2000,51658,-1.0231,-534,,,,
Eddy County, New Mexico,2001,50765,-1.7287,-893,731,562,63,-918
Eddy County, New Mexico,2002,51002,0.4669,237,778,550,57,-92
Eddy County, New Mexico,2003,51036,0.0667,34,737,556,53,-259
Eddy County, New Mexico,2004,51242,0.4036,206,739,540,50,-99
Eddy County, New Mexico,2005,50732,-0.9953,-510,686,547,52,-768
Eddy County, New Mexico,2006,51366,1.2497,634,720,552,54,351
Eddy County, New Mexico,2007,51923,1.0844,557,758,473,50,163
Eddy County, New Mexico,2008,52566,1.2384,643,774,505,50,206
Eddy County, New Mexico,2009,53578,1.9252,1012,753,548,48,689
Eddy County, New Mexico,2010,53829,0.4685,251,194,104,0,-2
Eddy County, New Mexico,2011,54070,0.4477,241,765,576,12,-38
Eddy County, New Mexico,2012,54419,0.6455,349,698,510,51,115
Eddy County, New Mexico,2013,55662,2.2841,1243,893,586,106,815
Eddy County, New Mexico,2014,56682,1.8325,1020,867,585,55,668
Eddy County, New Mexico,2015,57715,1.8224,1033,917,538,116,531
Eddy County, New Mexico,2016,57650,-0.1126,-65,875,581,67,-427
Eddy County, New Mexico,2017,57108,-0.9402,-542,796,550,73,-864
Eddy County, New Mexico,2018,57729,1.0874,621,828,575,42,326
Eddy County, New Mexico,2019,58460,1.2663,731,805,550,47,428
Edwards County, Texas,1970,2107,,,,,,
Edwards County, Texas,1971,2000,-5.0783,-107,,,,
Edwards County, Texas,1972,1900,-5,-100,,,,
Edwards County, Texas,1973,1800,-5.2632,-100,,,,
Edwards County, Texas,1974,1900,5.5556,100,,,,
Edwards County, Texas,1975,2000,5.2632,100,,,,
Edwards County, Texas,1976,1900,-5,-100,,,,
Edwards County, Texas,1977,2000,5.2632,100,,,,
Edwards County, Texas,1978,1900,-5,-100,,,,
Edwards County, Texas,1979,2000,5.2632,100,,,,
Edwards County, Texas,1980,2033,1.65,33,,,,
Edwards County, Texas,1981,2146,5.5583,113,,,,
Edwards County, Texas,1982,2218,3.3551,72,42,22,,
Edwards County, Texas,1983,2269,2.2994,51,43,22,,
Edwards County, Texas,1984,2262,-0.3085,-7,41,24,,
Edwards County, Texas,1985,2225,-1.6357,-37,37,21,,
Edwards County, Texas,1986,2218,-0.3146,-7,31,20,,
Edwards County, Texas,1987,2189,-1.3075,-29,31,24,,
Edwards County, Texas,1988,2219,1.3705,30,32,25,,
Edwards County, Texas,1989,2175,-1.9829,-44,37,20,,
Edwards County, Texas,1990,2266,4.1839,91,32,10,,
Edwards County, Texas,1991,2133,-5.8694,-133,40,19,,
Edwards County, Texas,1992,2245,5.2508,112,36,19,8,187
Edwards County, Texas,1993,2405,7.1269,160,41,24,4,308
Edwards County, Texas,1994,2511,4.4075,106,36,17,13,253
Edwards County, Texas,1995,2531,0.7965,20,34,19,9,162
Edwards County, Texas,1996,2680,5.887,149,36,19,12,356
Edwards County, Texas,1997,2656,-0.8955,-24,25,17,3,109
Edwards County, Texas,1998,2581,-2.8238,-75,21,22,7,44
Edwards County, Texas,1999,2326,-9.8799,-255,26,18,4,1
Edwards County, Texas,2000,2162,-7.0507,-164,,,,
Edwards County, Texas,2001,2070,-4.2553,-92,20,19,1,-91
Edwards County, Texas,2002,2056,-0.6763,-14,25,16,1,-40
Edwards County, Texas,2003,2042,-0.6809,-14,20,17,1,-34
Edwards County, Texas,2004,2027,-0.7346,-15,29,28,0,-31
Edwards County, Texas,2005,2011,-0.7893,-16,25,11,1,-49
Edwards County, Texas,2006,1995,-0.7956,-16,30,21,0,-41
Edwards County, Texas,2007,2062,3.3584,67,15,19,1,42
Edwards County, Texas,2008,2084,1.0669,22,26,10,0,-2
Edwards County, Texas,2009,2012,-3.4549,-72,33,1,1,-122
Edwards County, Texas,2010,2002,-0.497,-10,9,2,0,-9
Edwards County, Texas,2011,1979,-1.1489,-23,25,16,2,-30
Edwards County, Texas,2012,1990,0.5558,11,28,22,3,2
Edwards County, Texas,2013,1899,-4.5729,-91,18,18,1,-94
Edwards County, Texas,2014,1904,0.2633,5,25,16,1,-6
Edwards County, Texas,2015,1910,0.3151,6,22,31,-1,17
Edwards County, Texas,2016,1908,-0.1047,-2,23,30,-1,5
Edwards County, Texas,2017,1929,1.1006,21,25,25,-1,23
Edwards County, Texas,2018,1908,-1.0886,-21,18,20,-1,-17
Edwards County, Texas,2019,1932,1.2579,24,18,15,-1,21
El Paso County, Texas,1970,359291,,,,,,
El Paso County, Texas,1971,369200,2.7579,9909,,,,
El Paso County, Texas,1972,378400,2.4919,9200,,,,
El Paso County, Texas,1973,398200,5.2326,19800,,,,
El Paso County, Texas,1974,411500,3.34,13300,,,,
El Paso County, Texas,1975,427300,3.8396,15800,,,,
El Paso County, Texas,1976,440300,3.0424,13000,,,,
El Paso County, Texas,1977,450000,2.203,9700,,,,
El Paso County, Texas,1978,460600,2.3556,10600,,,,
El Paso County, Texas,1979,472300,2.5402,11700,,,,
El Paso County, Texas,1980,479899,1.6089,7599,,,,
El Paso County, Texas,1981,497523,3.6724,17624,,,,
El Paso County, Texas,1982,511892,2.8881,14369,11067,2583,,
El Paso County, Texas,1983,521038,1.7867,9146,11123,2678,,
El Paso County, Texas,1984,529668,1.6563,8630,11277,2753,,
El Paso County, Texas,1985,538809,1.7258,9141,11541,2860,,
El Paso County, Texas,1986,549592,2.0013,10783,11590,2948,,
El Paso County, Texas,1987,559479,1.799,9887,11880,2975,,
El Paso County, Texas,1988,568804,1.6667,9325,12588,2986,,
El Paso County, Texas,1989,580982,2.141,12178,13405,3119,,
El Paso County, Texas,1990,591610,1.8293,10628,10373,2424,,
El Paso County, Texas,1991,608206,2.8052,16596,14949,3228,,
El Paso County, Texas,1992,619138,1.7974,10932,15112,3373,6716,-6178
El Paso County, Texas,1993,634044,2.4075,14906,15959,3544,6932,-2527
El Paso County, Texas,1994,646181,1.9142,12137,15823,3600,6613,-4461
El Paso County, Texas,1995,654250,1.2487,8069,15518,3576,7129,-8478
El Paso County, Texas,1996,656482,0.3412,2232,15387,3664,8865,-15580
El Paso County, Texas,1997,665066,1.3076,8584,14805,3811,7933,-8075
El Paso County, Texas,1998,671250,0.9298,6184,14936,3813,6184,-8363
El Paso County, Texas,1999,675397,0.6178,4147,15179,3883,6187,-10319
El Paso County, Texas,2000,679622,0.6256,4225,,,,
El Paso County, Texas,2001,689163,1.4039,9541,14220,4094,4567,-10391
El Paso County, Texas,2002,696446,1.0568,7283,14004,4179,3848,-9234
El Paso County, Texas,2003,705200,1.257,8754,14119,4160,2300,-5584
El Paso County, Texas,2004,717652,1.7657,12452,14606,4345,3989,-5796
El Paso County, Texas,2005,728095,1.4552,10443,14401,4216,3467,-6716
El Paso County, Texas,2006,744795,2.2937,16700,14383,4558,3811,-990
El Paso County, Texas,2007,755578,1.4478,10783,14255,4299,3026,-5865
El Paso County, Texas,2008,769930,1.8995,14352,14573,4453,3083,-2531
El Paso County, Texas,2009,786759,2.1858,16829,15045,4625,2980,-479
El Paso County, Texas,2010,800647,1.7652,13888,3291,1131,339,484
El Paso County, Texas,2011,819896,2.4042,19249,13814,4774,2025,5244
El Paso County, Texas,2012,832310,1.5141,12414,13927,4817,3794,-301
El Paso County, Texas,2013,830864,-0.1737,-1446,13679,4837,2219,-12765
El Paso County, Texas,2014,833783,0.3513,2919,13564,4921,2681,-8481
El Paso County, Texas,2015,831898,-0.2261,-1885,13695,5301,2798,-13213
El Paso County, Texas,2016,834949,0.3668,3051,13294,5235,2488,-7498
El Paso County, Texas,2017,837401,0.2937,2452,12702,5252,953,-5946
El Paso County, Texas,2018,836825,-0.0688,-576,11602,5526,264,-6918
El Paso County, Texas,2019,839238,0.2884,2413,11617,5552,167,-3818
Ellis County, Texas,1970,46638,,,,,,
Ellis County, Texas,1971,47400,1.6339,762,,,,
Ellis County, Texas,1972,49100,3.5865,1700,,,,
Ellis County, Texas,1973,50600,3.055,1500,,,,
Ellis County, Texas,1974,52300,3.3597,1700,,,,
Ellis County, Texas,1975,52500,0.3824,200,,,,
Ellis County, Texas,1976,53000,0.9524,500,,,,
Ellis County, Texas,1977,54200,2.2642,1200,,,,
Ellis County, Texas,1978,55500,2.3985,1300,,,,
Ellis County, Texas,1979,57400,3.4234,1900,,,,
Ellis County, Texas,1980,59743,4.0819,2343,,,,
Ellis County, Texas,1981,61067,2.2162,1324,,,,
Ellis County, Texas,1982,62621,2.5447,1554,1051,559,,
Ellis County, Texas,1983,65246,4.1919,2625,1055,542,,
Ellis County, Texas,1984,68408,4.8463,3162,1148,582,,
Ellis County, Texas,1985,73050,6.7858,4642,1257,643,,
Ellis County, Texas,1986,77032,5.4511,3982,1348,667,,
Ellis County, Texas,1987,80585,4.6124,3553,1430,659,,
Ellis County, Texas,1988,82735,2.668,2150,1431,675,,
Ellis County, Texas,1989,84491,2.1224,1756,1447,699,,
Ellis County, Texas,1990,85167,0.8001,676,1109,516,,
Ellis County, Texas,1991,86643,1.7331,1476,1484,663,,
Ellis County, Texas,1992,88313,1.9274,1670,1441,665,107,753
Ellis County, Texas,1993,90240,2.182,1927,1384,682,100,1089
Ellis County, Texas,1994,92136,2.1011,1896,1414,708,131,1034
Ellis County, Texas,1995,94351,2.4041,2215,1496,708,132,1243
Ellis County, Texas,1996,97597,3.4403,3246,1537,737,169,2218
Ellis County, Texas,1997,101045,3.5329,3448,1611,829,234,2332
Ellis County, Texas,1998,104382,3.3025,3337,1634,794,184,2166
Ellis County, Texas,1999,108174,3.6328,3792,1652,834,193,2750
Ellis County, Texas,2000,111360,2.9453,3186,,,,
Ellis County, Texas,2001,115286,3.5255,3926,1805,922,399,2112
Ellis County, Texas,2002,118737,2.9934,3451,1872,913,370,2521
Ellis County, Texas,2003,122620,3.2703,3883,1950,816,319,2726
Ellis County, Texas,2004,125733,2.5387,3113,1962,971,292,2368
Ellis County, Texas,2005,129955,3.3579,4222,2028,930,302,3300
Ellis County, Texas,2006,135276,4.0945,5321,2091,880,302,4324
Ellis County, Texas,2007,139988,3.4832,4712,2179,905,271,3697
Ellis County, Texas,2008,144394,3.1474,4406,2361,941,265,3367
Ellis County, Texas,2009,147392,2.0763,2998,2456,1001,265,2050
Ellis County, Texas,2010,149610,1.5048,2218,481,194,1,452
Ellis County, Texas,2011,152373,1.8468,2763,1996,984,44,950
Ellis County, Texas,2012,153739,0.8965,1366,1886,1111,124,495
Ellis County, Texas,2013,155928,1.4238,2189,1912,1100,61,1319
Ellis County, Texas,2014,159204,2.101,3276,2106,1144,145,2143
Ellis County, Texas,2015,163292,2.5678,4088,2151,1153,129,2941
Ellis County, Texas,2016,168332,3.0865,5040,2181,1208,150,3905
Ellis County, Texas,2017,173405,3.0137,5073,2178,1296,89,4096
Ellis County, Texas,2018,179006,3.23,5601,2282,1351,42,4619
Ellis County, Texas,2019,184826,3.2513,5820,2272,1342,39,4841
Erath County, Texas,1970,18141,,,,,,
Erath County, Texas,1971,18300,0.8765,159,,,,
Erath County, Texas,1972,18800,2.7322,500,,,,
Erath County, Texas,1973,19400,3.1915,600,,,,
Erath County, Texas,1974,20100,3.6082,700,,,,
Erath County, Texas,1975,19900,-0.995,-200,,,,
Erath County, Texas,1976,20000,0.5025,100,,,,
Erath County, Texas,1977,20500,2.5,500,,,,
Erath County, Texas,1978,21000,2.439,500,,,,
Erath County, Texas,1979,21800,3.8095,800,,,,
Erath County, Texas,1980,22560,3.4862,760,,,,
Erath County, Texas,1981,23198,2.828,638,,,,
Erath County, Texas,1982,23921,3.1166,723,348,268,,
Erath County, Texas,1983,24607,2.8678,686,335,289,,
Erath County, Texas,1984,25487,3.5762,880,345,317,,
Erath County, Texas,1985,25678,0.7494,191,336,296,,
Erath County, Texas,1986,25896,0.849,218,356,284,,
Erath County, Texas,1987,26878,3.7921,982,388,285,,
Erath County, Texas,1988,27454,2.143,576,398,296,,
Erath County, Texas,1989,27669,0.7831,215,402,319,,
Erath County, Texas,1990,27991,1.1638,322,283,233,,
Erath County, Texas,1991,28518,1.8827,527,386,322,,
Erath County, Texas,1992,28858,1.1922,340,379,293,38,87
Erath County, Texas,1993,29523,2.3044,665,422,273,42,339
Erath County, Texas,1994,30500,3.3093,977,404,269,57,662
Erath County, Texas,1995,31148,2.1246,648,400,306,40,368
Erath County, Texas,1996,31684,1.7208,536,500,313,70,150
Erath County, Texas,1997,32452,2.4239,768,434,331,112,392
Erath County, Texas,1998,32533,0.2496,81,446,296,82,-205
Erath County, Texas,1999,32800,0.8207,267,445,338,81,-82
Erath County, Texas,2000,33001,0.6128,201,,,,
Erath County, Texas,2001,33045,0.1333,44,463,333,105,-382
Erath County, Texas,2002,33619,1.737,574,437,327,100,262
Erath County, Texas,2003,34131,1.5229,512,425,287,92,142
Erath County, Texas,2004,34887,2.215,756,447,341,79,438
Erath County, Texas,2005,35336,1.287,449,470,375,83,123
Erath County, Texas,2006,36355,2.8837,1019,507,321,81,590
Erath County, Texas,2007,36678,0.8885,323,523,327,70,-97
Erath County, Texas,2008,37137,1.2514,459,517,292,68,23
Erath County, Texas,2009,37594,1.2306,457,523,293,70,97
Erath County, Texas,2010,37890,0.7874,296,117,81,8,-26
Erath County, Texas,2011,38922,2.7237,1032,455,321,27,843
Erath County, Texas,2012,39405,1.2409,483,490,309,26,273
Erath County, Texas,2013,39886,1.2207,481,501,273,3,240
Erath County, Texas,2014,40514,1.5745,628,529,322,4,404
Erath County, Texas,2015,41191,1.671,677,472,308,25,484
Erath County, Texas,2016,41372,0.4394,181,469,359,10,61
Erath County, Texas,2017,41723,0.8484,351,492,365,0,223
Erath County, Texas,2018,42223,1.1984,500,470,343,-4,377
Erath County, Texas,2019,42698,1.125,475,480,335,-7,336
Falls County, Texas,1970,17300,,,,,,
Falls County, Texas,1971,17600,1.7341,300,,,,
Falls County, Texas,1972,18000,2.2727,400,,,,
Falls County, Texas,1973,17700,-1.6667,-300,,,,
Falls County, Texas,1974,17600,-0.565,-100,,,,
Falls County, Texas,1975,17400,-1.1364,-200,,,,
Falls County, Texas,1976,17400,0,0,,,,
Falls County, Texas,1977,17100,-1.7241,-300,,,,
Falls County, Texas,1978,17100,0,0,,,,
Falls County, Texas,1979,17300,1.1696,200,,,,
Falls County, Texas,1980,17946,3.7341,646,,,,
Falls County, Texas,1981,17978,0.1783,32,,,,
Falls County, Texas,1982,18321,1.9079,343,245,267,,
Falls County, Texas,1983,18490,0.9224,169,247,245,,
Falls County, Texas,1984,18516,0.1406,26,226,250,,
Falls County, Texas,1985,18041,-2.5653,-475,211,262,,
Falls County, Texas,1986,18101,0.3326,60,237,267,,
Falls County, Texas,1987,17786,-1.7402,-315,248,274,,
Falls County, Texas,1988,17650,-0.7646,-136,255,273,,
Falls County, Texas,1989,17725,0.4249,75,249,274,,
Falls County, Texas,1990,17712,-0.0733,-13,177,209,,
Falls County, Texas,1991,17653,-0.3331,-59,257,240,,
Falls County, Texas,1992,17816,0.9234,163,256,270,21,40
Falls County, Texas,1993,18237,2.363,421,255,240,12,271
Falls County, Texas,1994,18374,0.7512,137,215,240,12,29
Falls County, Texas,1995,18436,0.3374,62,226,231,13,-122
Falls County, Texas,1996,18603,0.9058,167,225,272,21,139
Falls County, Texas,1997,18570,-0.1774,-33,242,264,28,-156
Falls County, Texas,1998,18650,0.4308,80,233,257,22,-160
Falls County, Texas,1999,18572,-0.4182,-78,248,261,17,-245
Falls County, Texas,2000,18576,0.0215,4,,,,
Falls County, Texas,2001,18280,-1.5935,-296,191,238,33,-330
Falls County, Texas,2002,18090,-1.0394,-190,203,234,32,-301
Falls County, Texas,2003,18086,-0.0221,-4,198,217,28,-66
Falls County, Texas,2004,18066,-0.1106,-20,215,240,28,-117
Falls County, Texas,2005,17990,-0.4207,-76,201,199,28,-175
Falls County, Texas,2006,17945,-0.2501,-45,221,241,28,-140
Falls County, Texas,2007,17712,-1.2984,-233,197,248,27,-463
Falls County, Texas,2008,17698,-0.079,-14,203,202,26,-89
Falls County, Texas,2009,17762,0.3616,64,211,166,26,-82
Falls County, Texas,2010,17866,0.5855,104,49,22,0,1
Falls County, Texas,2011,17848,-0.1008,-18,195,198,12,-50
Falls County, Texas,2012,17570,-1.5576,-278,206,208,10,-291
Falls County, Texas,2013,17242,-1.8668,-328,201,171,15,-383
Falls County, Texas,2014,17210,-0.1856,-32,212,188,12,-65
Falls County, Texas,2015,17216,0.0349,6,211,198,-1,-6
Falls County, Texas,2016,17276,0.3485,60,222,188,-1,28
Falls County, Texas,2017,17340,0.3705,64,211,186,-1,42
Falls County, Texas,2018,17231,-0.6286,-109,196,183,-3,-117
Falls County, Texas,2019,17297,0.383,66,186,166,-3,50
Fannin County, Texas,1970,22705,,,,,,
Fannin County, Texas,1971,22900,0.8588,195,,,,
Fannin County, Texas,1972,23000,0.4367,100,,,,
Fannin County, Texas,1973,23700,3.0435,700,,,,
Fannin County, Texas,1974,23500,-0.8439,-200,,,,
Fannin County, Texas,1975,23600,0.4255,100,,,,
Fannin County, Texas,1976,23000,-2.5424,-600,,,,
Fannin County, Texas,1977,23200,0.8696,200,,,,
Fannin County, Texas,1978,23300,0.431,100,,,,
Fannin County, Texas,1979,23600,1.2876,300,,,,
Fannin County, Texas,1980,24285,2.9025,685,,,,
Fannin County, Texas,1981,24266,-0.0782,-19,,,,
Fannin County, Texas,1982,24324,0.239,58,283,344,,
Fannin County, Texas,1983,24631,1.2621,307,281,349,,
Fannin County, Texas,1984,24924,1.1896,293,285,357,,
Fannin County, Texas,1985,24672,-1.0111,-252,305,359,,
Fannin County, Texas,1986,24633,-0.1581,-39,305,362,,
Fannin County, Texas,1987,24785,0.6171,152,303,384,,
Fannin County, Texas,1988,25035,1.0087,250,311,402,,
Fannin County, Texas,1989,24866,-0.6751,-169,317,382,,
Fannin County, Texas,1990,24804,-0.2493,-62,235,272,,
Fannin County, Texas,1991,24708,-0.387,-96,283,370,,
Fannin County, Texas,1992,24878,0.688,170,292,370,17,89
Fannin County, Texas,1993,25388,2.05,510,291,383,19,425
Fannin County, Texas,1994,25758,1.4574,370,292,423,18,326
Fannin County, Texas,1995,27554,6.9726,1796,301,390,26,1639
Fannin County, Texas,1996,28685,4.1047,1131,305,347,13,939
Fannin County, Texas,1997,29197,1.7849,512,320,411,31,371
Fannin County, Texas,1998,30135,3.2127,938,350,401,22,527
Fannin County, Texas,1999,30611,1.5796,476,328,414,25,368
Fannin County, Texas,2000,31242,2.0614,631,,,,
Fannin County, Texas,2001,31400,0.5057,158,354,410,36,16
Fannin County, Texas,2002,31808,1.2994,408,344,418,33,361
Fannin County, Texas,2003,32380,1.7983,572,358,420,28,524
Fannin County, Texas,2004,32692,0.9636,312,373,421,29,232
Fannin County, Texas,2005,33221,1.6181,529,418,428,31,421
Fannin County, Texas,2006,33540,0.9602,319,411,423,30,209
Fannin County, Texas,2007,33644,0.3101,104,415,485,26,54
Fannin County, Texas,2008,33870,0.6717,226,406,443,25,160
Fannin County, Texas,2009,33865,-0.0148,-5,414,392,26,-56
Fannin County, Texas,2010,33915,0.1476,50,88,78,2,4
Fannin County, Texas,2011,33878,-0.1091,-37,359,404,6,-2
Fannin County, Texas,2012,33601,-0.8176,-277,303,410,13,-177
Fannin County, Texas,2013,33510,-0.2708,-91,353,408,13,-42
Fannin County, Texas,2014,33593,0.2477,83,317,379,40,112
Fannin County, Texas,2015,33502,-0.2709,-91,334,455,57,-21
Fannin County, Texas,2016,33933,1.2865,431,362,453,60,461
Fannin County, Texas,2017,34550,1.8183,617,333,441,53,672
Fannin County, Texas,2018,35185,1.8379,635,335,431,44,686
Fannin County, Texas,2019,35514,0.9351,329,321,437,41,405
Fayette County, Texas,1970,17650,,,,,,
Fayette County, Texas,1971,17700,0.2833,50,,,,
Fayette County, Texas,1972,18000,1.6949,300,,,,
Fayette County, Texas,1973,17400,-3.3333,-600,,,,
Fayette County, Texas,1974,17200,-1.1494,-200,,,,
Fayette County, Texas,1975,17200,0,0,,,,
Fayette County, Texas,1976,17300,0.5814,100,,,,
Fayette County, Texas,1977,17400,0.578,100,,,,
Fayette County, Texas,1978,17700,1.7241,300,,,,
Fayette County, Texas,1979,18400,3.9548,700,,,,
Fayette County, Texas,1980,18832,2.3478,432,,,,
Fayette County, Texas,1981,19775,5.0074,943,,,,
Fayette County, Texas,1982,20962,6.0025,1187,320,302,,
Fayette County, Texas,1983,20957,-0.0239,-5,309,312,,
Fayette County, Texas,1984,20752,-0.9782,-205,269,297,,
Fayette County, Texas,1985,21356,2.9106,604,265,289,,
