County,State,Year,Population,Population Change,Total Population Change,Births,Deaths,International Immigration,Net Domestic Migration
Bandera County, Texas,1982,7559,5.3813,386,72,94,,
Bandera County, Texas,1983,8098,7.1306,539,86,88,,
Bandera County, Texas,1984,8551,5.594,453,98,89,,
Bandera County, Texas,1985,9109,6.5256,558,111,92,,
Bandera County, Texas,1986,9377,2.9421,268,108,96,,
Bandera County, Texas,1987,9798,4.4897,421,106,104,,
Bandera County, Texas,1988,10118,3.266,320,121,103,,
Bandera County, Texas,1989,10376,2.5499,258,137,106,,
Bandera County, Texas,1990,10562,1.7926,186,112,86,,
Bandera County, Texas,1991,10805,2.3007,243,105,123,,
Bandera County, Texas,1992,11159,3.2763,354,118,126,4,332
Bandera County, Texas,1993,11797,5.7174,638,125,113,1,601
Bandera County, Texas,1994,12690,7.5697,893,140,122,6,852
Bandera County, Texas,1995,13690,7.8802,1000,130,122,5,931
Bandera County, Texas,1996,14521,6.0701,831,148,126,12,744
Bandera County, Texas,1997,15252,5.0341,731,156,139,23,626
Bandera County, Texas,1998,16191,6.1566,939,166,130,13,812
Bandera County, Texas,1999,17039,5.2375,848,160,143,7,743
Bandera County, Texas,2000,17645,3.5565,606,,,,
Bandera County, Texas,2001,18125,2.7203,480,197,164,17,346
Bandera County, Texas,2002,18652,2.9076,527,182,161,16,503
Bandera County, Texas,2003,19044,2.1017,392,205,159,8,330
Bandera County, Texas,2004,19226,0.9557,182,202,145,18,122
Bandera County, Texas,2005,19428,1.0507,202,175,171,13,190
Bandera County, Texas,2006,19775,1.7861,347,158,177,16,346
Bandera County, Texas,2007,20254,2.4223,479,186,180,12,475
Bandera County, Texas,2008,20407,0.7554,153,172,187,15,184
Bandera County, Texas,2009,20365,-0.2058,-42,203,187,13,39
Bandera County, Texas,2010,20485,0.5892,120,39,30,0,62
Bandera County, Texas,2011,20541,0.2734,56,172,203,5,9
Bandera County, Texas,2012,20591,0.2434,50,179,179,7,45
Bandera County, Texas,2013,20557,-0.1651,-34,156,196,3,7
Bandera County, Texas,2014,20813,1.2453,256,140,224,6,327
Bandera County, Texas,2015,21144,1.5904,331,163,214,6,374
Bandera County, Texas,2016,21701,2.6343,557,166,229,8,608
Bandera County, Texas,2017,22327,2.8847,626,196,231,2,657
Bandera County, Texas,2018,22792,2.0827,465,178,258,3,541
Bandera County, Texas,2019,23112,1.404,320,185,239,3,370
Bastrop County, Texas,1970,17297,,,,,,
Bastrop County, Texas,1971,18500,6.955,1203,,,,
Bastrop County, Texas,1972,19500,5.4054,1000,,,,
Bastrop County, Texas,1973,20400,4.6154,900,,,,
Bastrop County, Texas,1974,20900,2.451,500,,,,
Bastrop County, Texas,1975,21200,1.4354,300,,,,
Bastrop County, Texas,1976,21600,1.8868,400,,,,
Bastrop County, Texas,1977,22200,2.7778,600,,,,
Bastrop County, Texas,1978,22700,2.2523,500,,,,
Bastrop County, Texas,1979,24100,6.1674,1400,,,,
Bastrop County, Texas,1980,24726,2.5975,626,,,,
Bastrop County, Texas,1981,26437,6.9198,1711,,,,
Bastrop County, Texas,1982,28439,7.5727,2002,489,293,,
Bastrop County, Texas,1983,29667,4.318,1228,515,278,,
Bastrop County, Texas,1984,32045,8.0156,2378,523,296,,
Bastrop County, Texas,1985,34545,7.8015,2500,584,302,,
Bastrop County, Texas,1986,37166,7.5872,2621,668,298,,
Bastrop County, Texas,1987,38076,2.4485,910,716,306,,
Bastrop County, Texas,1988,38509,1.1372,433,673,320,,
Bastrop County, Texas,1989,38496,-0.0338,-13,611,333,,
Bastrop County, Texas,1990,38263,-0.6053,-233,453,252,,
Bastrop County, Texas,1991,38869,1.5838,606,569,307,,
Bastrop County, Texas,1992,40036,3.0024,1167,614,368,41,635
Bastrop County, Texas,1993,41381,3.3595,1345,579,359,41,831
Bastrop County, Texas,1994,43433,4.9588,2052,611,390,51,1499
Bastrop County, Texas,1995,45810,5.4728,2377,691,360,53,1643
Bastrop County, Texas,1996,48739,6.3938,2929,687,359,94,2104
Bastrop County, Texas,1997,51058,4.758,2319,765,383,139,1401
Bastrop County, Texas,1998,53066,3.9328,2008,791,389,78,1110
Bastrop County, Texas,1999,55682,4.9297,2616,785,390,77,1599
Bastrop County, Texas,2000,57733,3.6834,2051,,,,
Bastrop County, Texas,2001,61106,5.8424,3373,891,458,176,2385
Bastrop County, Texas,2002,63508,3.9309,2402,942,445,164,1858
Bastrop County, Texas,2003,65825,3.6484,2317,931,500,141,1769
Bastrop County, Texas,2004,67122,1.9704,1297,852,518,136,1016
Bastrop County, Texas,2005,68233,1.6552,1111,919,467,140,684
Bastrop County, Texas,2006,69720,2.1793,1487,941,512,139,1078
Bastrop County, Texas,2007,71348,2.3351,1628,971,508,125,1211
Bastrop County, Texas,2008,72389,1.459,1041,957,476,119,652
Bastrop County, Texas,2009,73587,1.6549,1198,949,550,119,911
Bastrop County, Texas,2010,74171,0.7936,584,183,176,-2,148
Bastrop County, Texas,2011,75055,1.1918,884,878,564,18,354
Bastrop County, Texas,2012,74749,-0.4077,-306,801,580,23,-565
Bastrop County, Texas,2013,75814,1.4248,1065,892,623,-30,819
Bastrop County, Texas,2014,77737,2.5365,1923,1038,658,15,1497
Bastrop County, Texas,2015,80115,3.059,2378,1031,646,0,1968
Bastrop County, Texas,2016,82591,3.0906,2476,1080,680,-4,2073
Bastrop County, Texas,2017,84585,2.4143,1994,1114,697,-24,1598
Bastrop County, Texas,2018,86595,2.3763,2010,1085,713,-39,1677
Bastrop County, Texas,2019,88723,2.4574,2128,1093,727,-48,1809
Baylor County, Texas,1970,5221,,,,,,
Baylor County, Texas,1971,5200,-0.4022,-21,,,,
Baylor County, Texas,1972,5100,-1.9231,-100,,,,
Baylor County, Texas,1973,5200,1.9608,100,,,,
Baylor County, Texas,1974,5000,-3.8462,-200,,,,
Baylor County, Texas,1975,4900,-2,-100,,,,
Baylor County, Texas,1976,4900,0,0,,,,
Baylor County, Texas,1977,4800,-2.0408,-100,,,,
Baylor County, Texas,1978,4700,-2.0833,-100,,,,
Baylor County, Texas,1979,4800,2.1277,100,,,,
Baylor County, Texas,1980,4919,2.4792,119,,,,
Baylor County, Texas,1981,5035,2.3582,116,,,,
Baylor County, Texas,1982,5229,3.853,194,72,66,,
Baylor County, Texas,1983,5240,0.2104,11,73,67,,
Baylor County, Texas,1984,5156,-1.6031,-84,68,70,,
Baylor County, Texas,1985,4858,-5.7797,-298,71,73,,
Baylor County, Texas,1986,4907,1.0086,49,64,78,,
Baylor County, Texas,1987,4739,-3.4237,-168,57,86,,
Baylor County, Texas,1988,4670,-1.456,-69,59,85,,
Baylor County, Texas,1989,4462,-4.454,-208,63,74,,
Baylor County, Texas,1990,4385,-1.7257,-77,51,53,,
Baylor County, Texas,1991,4265,-2.7366,-120,54,68,,
Baylor County, Texas,1992,4255,-0.2345,-10,50,101,1,37
Baylor County, Texas,1993,4229,-0.611,-26,42,90,1,23
Baylor County, Texas,1994,4240,0.2601,11,37,69,2,39
Baylor County, Texas,1995,4239,-0.0236,-1,42,85,2,36
Baylor County, Texas,1996,4217,-0.519,-22,39,64,3,-2
Baylor County, Texas,1997,4187,-0.7114,-30,36,66,2,-7
Baylor County, Texas,1998,4188,0.0239,1,39,66,4,25
Baylor County, Texas,1999,4112,-1.8147,-76,37,67,1,-41
Baylor County, Texas,2000,4093,-0.4621,-19,,,,
Baylor County, Texas,2001,3930,-3.9824,-163,38,67,3,-111
Baylor County, Texas,2002,3897,-0.8397,-33,43,78,3,-4
Baylor County, Texas,2003,3941,1.1291,44,56,73,3,46
Baylor County, Texas,2004,3955,0.3552,14,50,65,2,18
Baylor County, Texas,2005,3877,-1.9722,-78,52,67,3,-64
Baylor County, Texas,2006,3870,-0.1806,-7,49,55,2,-13
Baylor County, Texas,2007,3905,0.9044,35,48,52,3,29
Baylor County, Texas,2008,3747,-4.0461,-158,46,46,2,-144
Baylor County, Texas,2009,3726,-0.5604,-21,54,55,3,-51
Baylor County, Texas,2010,3726,0,0,8,28,0,2
Baylor County, Texas,2011,3695,-0.832,-31,36,55,0,6
Baylor County, Texas,2012,3590,-2.8417,-105,39,70,-1,-75
Baylor County, Texas,2013,3577,-0.3621,-13,42,72,0,18
Baylor County, Texas,2014,3566,-0.3075,-11,37,40,0,-9
Baylor County, Texas,2015,3609,1.2058,43,42,63,0,64
Baylor County, Texas,2016,3638,0.8035,29,41,59,0,47
Baylor County, Texas,2017,3555,-2.2815,-83,37,68,0,-52
Baylor County, Texas,2018,3573,0.5063,18,34,58,0,44
Baylor County, Texas,2019,3509,-1.7912,-64,32,47,0,-49
Bee County, Texas,1970,22737,,,,,,
Bee County, Texas,1971,24000,5.5548,1263,,,,
Bee County, Texas,1972,24600,2.5,600,,,,
Bee County, Texas,1973,24300,-1.2195,-300,,,,
Bee County, Texas,1974,24400,0.4115,100,,,,
Bee County, Texas,1975,24800,1.6393,400,,,,
Bee County, Texas,1976,25000,0.8065,200,,,,
Bee County, Texas,1977,24900,-0.4,-100,,,,
Bee County, Texas,1978,25100,0.8032,200,,,,
Bee County, Texas,1979,25600,1.992,500,,,,
Bee County, Texas,1980,26030,1.6797,430,,,,
Bee County, Texas,1981,26573,2.0861,543,,,,
Bee County, Texas,1982,27262,2.5929,689,513,157,,
Bee County, Texas,1983,27909,2.3733,647,522,156,,
Bee County, Texas,1984,27633,-0.9889,-276,556,185,,
Bee County, Texas,1985,26536,-3.9699,-1097,550,212,,
Bee County, Texas,1986,25920,-2.3214,-616,564,220,,
Bee County, Texas,1987,26537,2.3804,617,547,218,,
Bee County, Texas,1988,26290,-0.9308,-247,497,226,,
Bee County, Texas,1989,25869,-1.6014,-421,491,217,,
Bee County, Texas,1990,25135,-2.8374,-734,382,150,,
Bee County, Texas,1991,25715,2.3075,580,486,176,,
Bee County, Texas,1992,25513,-0.7855,-202,452,222,16,-925
Bee County, Texas,1993,27006,5.8519,1493,402,224,25,761
Bee County, Texas,1994,28006,3.7029,1000,396,203,11,271
Bee County, Texas,1995,30100,7.477,2094,409,219,21,1232
Bee County, Texas,1996,30707,2.0166,607,409,212,27,-110
Bee County, Texas,1997,31456,2.4392,749,382,251,34,27
Bee County, Texas,1998,31752,0.941,296,430,237,11,-403
Bee County, Texas,1999,32204,1.4235,452,392,255,15,-364
Bee County, Texas,2000,32359,0.4813,155,,,,
Bee County, Texas,2001,31695,-2.052,-664,425,227,6,-621
Bee County, Texas,2002,31804,0.3439,109,371,239,6,49
Bee County, Texas,2003,32620,2.5657,816,389,221,4,701
Bee County, Texas,2004,32352,-0.8216,-268,341,221,7,-314
Bee County, Texas,2005,32101,-0.7758,-251,385,229,5,-326
Bee County, Texas,2006,31977,-0.3863,-124,401,225,6,-223
Bee County, Texas,2007,31936,-0.1282,-41,410,209,4,-145
Bee County, Texas,2008,31814,-0.382,-122,365,213,6,-276
Bee County, Texas,2009,31864,0.1572,50,371,231,5,9
Bee County, Texas,2010,31861,-0.0094,-3,86,94,1,11
Bee County, Texas,2011,32318,1.4344,457,336,242,13,345
Bee County, Texas,2012,32480,0.5013,162,381,239,16,9
Bee County, Texas,2013,32810,1.016,330,387,204,5,142
Bee County, Texas,2014,32841,0.0945,31,388,281,3,-73
Bee County, Texas,2015,32617,-0.6821,-224,413,265,4,-380
Bee County, Texas,2016,32812,0.5978,195,389,255,0,62
Bee County, Texas,2017,32592,-0.6705,-220,357,255,-1,-321
Bee County, Texas,2018,32467,-0.3835,-125,330,287,-4,-165
Bee County, Texas,2019,32565,0.3018,98,318,234,-5,18
Bell County, Texas,1970,124483,,,,,,
Bell County, Texas,1971,127600,2.504,3117,,,,
Bell County, Texas,1972,140200,9.8746,12600,,,,
Bell County, Texas,1973,153600,9.5578,13400,,,,
Bell County, Texas,1974,156800,2.0833,3200,,,,
Bell County, Texas,1975,156700,-0.0638,-100,,,,
Bell County, Texas,1976,160600,2.4888,3900,,,,
Bell County, Texas,1977,162800,1.3699,2200,,,,
Bell County, Texas,1978,166000,1.9656,3200,,,,
Bell County, Texas,1979,162500,-2.1084,-3500,,,,
Bell County, Texas,1980,157820,-2.88,-4680,,,,
Bell County, Texas,1981,163335,3.4945,5515,,,,
Bell County, Texas,1982,167053,2.2763,3718,4710,1079,,
Bell County, Texas,1983,170366,1.9832,3313,4652,1114,,
Bell County, Texas,1984,174169,2.2323,3803,4690,1155,,
Bell County, Texas,1985,179511,3.0671,5342,4894,1150,,
Bell County, Texas,1986,181509,1.113,1998,4866,1155,,
Bell County, Texas,1987,185489,2.1927,3980,4824,1151,,
Bell County, Texas,1988,186680,0.6421,1191,4812,1172,,
Bell County, Texas,1989,189222,1.3617,2542,4752,1243,,
Bell County, Texas,1990,191073,0.9782,1851,3609,974,,
Bell County, Texas,1991,190656,-0.2182,-417,4388,1243,,
Bell County, Texas,1992,192951,1.2037,2295,4190,1392,226,-3985
Bell County, Texas,1993,205070,6.2809,12119,4550,1360,314,5818
Bell County, Texas,1994,221127,7.83,16057,5174,1458,303,9415
Bell County, Texas,1995,224091,1.3404,2964,5011,1356,310,-2971
Bell County, Texas,1996,228422,1.9327,4331,4959,1374,320,-775
Bell County, Texas,1997,230436,0.8817,2014,5144,1425,350,-4069
Bell County, Texas,1998,233367,1.2719,2931,5225,1431,367,-3061
Bell County, Texas,1999,233886,0.2224,519,5278,1443,368,-4802
Bell County, Texas,2000,237974,1.7479,4088,,,,
Bell County, Texas,2001,244299,2.6579,6325,5462,1532,257,-1059
Bell County, Texas,2002,249671,2.1989,5372,5466,1628,-983,2308
Bell County, Texas,2003,252922,1.3021,3251,5614,1648,-3698,5098
Bell County, Texas,2004,258138,2.0623,5216,5356,1585,2150,-4242
Bell County, Texas,2005,266017,3.0522,7879,5248,1689,198,2420
Bell County, Texas,2006,273771,2.9149,7754,5960,1737,1287,-705
Bell County, Texas,2007,287752,5.1068,13981,5935,1687,73,7371
Bell County, Texas,2008,297873,3.5173,10121,6025,1794,609,2408
Bell County, Texas,2009,301050,1.0666,3177,5697,1848,377,-4048
Bell County, Texas,2010,310235,3.051,9185,1555,393,425,1015
Bell County, Texas,2011,315799,1.7935,5564,6657,1883,416,-2244
Bell County, Texas,2012,324963,2.9018,9164,5892,1862,2330,2664
Bell County, Texas,2013,327028,0.6355,2065,6524,1926,1434,-4010
Bell County, Texas,2014,330149,0.9544,3121,6317,2072,1494,-2613
Bell County, Texas,2015,336076,1.7953,5927,6377,2199,1846,-59
Bell County, Texas,2016,341094,1.4931,5018,6318,2223,1174,-244
Bell County, Texas,2017,347377,1.842,6283,5857,2143,858,1705
Bell County, Texas,2018,355397,2.3087,8020,6039,2299,636,3617
Bell County, Texas,2019,362924,2.1179,7527,5940,2304,115,3745
Bernalillo County, New Mexico,1970,315774,,,,,,
Bernalillo County, New Mexico,1971,331200,4.8851,15426,,,,
Bernalillo County, New Mexico,1972,339700,2.5664,8500,,,,
Bernalillo County, New Mexico,1973,353800,4.1507,14100,,,,
Bernalillo County, New Mexico,1974,365400,3.2787,11600,,,,
Bernalillo County, New Mexico,1975,371700,1.7241,6300,,,,
Bernalillo County, New Mexico,1976,380700,2.4213,9000,,,,
Bernalillo County, New Mexico,1977,392400,3.0733,11700,,,,
Bernalillo County, New Mexico,1978,399600,1.8349,7200,,,,
Bernalillo County, New Mexico,1979,411000,2.8529,11400,,,,
Bernalillo County, New Mexico,1980,420262,2.2535,9262,,,,
Bernalillo County, New Mexico,1981,430023,2.3226,9761,,,,
Bernalillo County, New Mexico,1982,433469,0.8014,3446,7514,2648,,
Bernalillo County, New Mexico,1983,441597,1.8751,8128,7660,2751,,
Bernalillo County, New Mexico,1984,447307,1.293,5710,7718,2796,,
Bernalillo County, New Mexico,1985,452555,1.1732,5248,7861,2944,,
Bernalillo County, New Mexico,1986,459938,1.6314,7383,8006,3118,,
Bernalillo County, New Mexico,1987,468550,1.8724,8612,8271,3148,,
Bernalillo County, New Mexico,1988,472977,0.9448,4427,8313,3085,,
Bernalillo County, New Mexico,1989,478795,1.2301,5818,8142,3113,,
Bernalillo County, New Mexico,1990,480577,0.3722,1782,6095,2366,,
Bernalillo County, New Mexico,1991,492880,2.56,12303,8101,3282,,
Bernalillo County, New Mexico,1992,505395,2.5392,12515,8296,3297,1236,2792
Bernalillo County, New Mexico,1993,515914,2.0813,10519,8170,3559,1341,1124
Bernalillo County, New Mexico,1994,528842,2.5058,12928,8265,3583,1282,3512
Bernalillo County, New Mexico,1995,538615,1.848,9773,8141,3881,1471,771
Bernalillo County, New Mexico,1996,544201,1.0371,5586,8018,3960,1606,-3140
Bernalillo County, New Mexico,1997,547997,0.6975,3796,8048,3841,1541,-5302
Bernalillo County, New Mexico,1998,551298,0.6024,3301,8092,4058,1273,-5952
Bernalillo County, New Mexico,1999,553002,0.3091,1704,8240,4139,1268,-6666
Bernalillo County, New Mexico,2000,556678,0.6647,3676,,,,
Bernalillo County, New Mexico,2001,564241,1.3586,7563,8352,4235,2013,-187
Bernalillo County, New Mexico,2002,576532,2.1783,12291,8426,4453,1822,5832
Bernalillo County, New Mexico,2003,587049,1.8242,10517,8870,4393,1319,4106
Bernalillo County, New Mexico,2004,600449,2.2826,13400,8780,4563,2059,6003
Bernalillo County, New Mexico,2005,615320,2.4766,14871,9349,4557,1948,7003
Bernalillo County, New Mexico,2006,628632,2.1634,13312,9290,4862,2104,5551
Bernalillo County, New Mexico,2007,638978,1.6458,10346,9860,4794,1776,2614
Bernalillo County, New Mexico,2008,646879,1.2365,7901,9728,4761,1794,-20
Bernalillo County, New Mexico,2009,655279,1.2985,8400,9661,4856,1751,636
Bernalillo County, New Mexico,2010,662564,1.1117,7285,2132,1165,165,353
Bernalillo County, New Mexico,2011,670283,1.165,7719,8435,5046,1642,1342
Bernalillo County, New Mexico,2012,673615,0.4971,3332,8471,4971,1463,-1483
Bernalillo County, New Mexico,2013,676326,0.4025,2711,8270,5096,2012,-2406
Bernalillo County, New Mexico,2014,675957,-0.0546,-369,8087,5232,672,-3830
Bernalillo County, New Mexico,2015,676248,0.0431,291,7939,5473,1311,-3445
Bernalillo County, New Mexico,2016,677683,0.2122,1435,7699,5594,1047,-1681
Bernalillo County, New Mexico,2017,678203,0.0767,520,7360,5755,824,-1873
Bernalillo County, New Mexico,2018,678034,-0.0249,-169,7281,5939,738,-2221
Bernalillo County, New Mexico,2019,679121,0.1603,1087,7130,5949,773,-824
Bexar County, Texas,1970,830460,,,,,,
Bexar County, Texas,1971,861600,3.7497,31140,,,,
Bexar County, Texas,1972,876600,1.7409,15000,,,,
Bexar County, Texas,1973,899600,2.6238,23000,,,,
Bexar County, Texas,1974,913000,1.4896,13400,,,,
Bexar County, Texas,1975,919300,0.69,6300,,,,
Bexar County, Texas,1976,935200,1.7296,15900,,,,
Bexar County, Texas,1977,953100,1.914,17900,,,,
Bexar County, Texas,1978,967400,1.5004,14300,,,,
Bexar County, Texas,1979,977100,1.0027,9700,,,,
Bexar County, Texas,1980,988971,1.2149,11871,,,,
Bexar County, Texas,1981,1016859,2.8199,27888,,,,
Bexar County, Texas,1982,1046457,2.9107,29598,19789,7268,,
Bexar County, Texas,1983,1071709,2.4131,25252,20599,7335,,
Bexar County, Texas,1984,1094803,2.1549,23094,21237,7523,,
Bexar County, Texas,1985,1122089,2.4923,27286,21862,7709,,
Bexar County, Texas,1986,1153625,2.8105,31536,22471,7856,,
Bexar County, Texas,1987,1177581,2.0766,23956,22667,7946,,
Bexar County, Texas,1988,1178654,0.0911,1073,22287,8031,,
Bexar County, Texas,1989,1181297,0.2242,2643,21888,8213,,
Bexar County, Texas,1990,1185394,0.3468,4097,16372,6276,,
Bexar County, Texas,1991,1206017,1.7398,20623,22114,8263,,
Bexar County, Texas,1992,1231743,2.1331,25726,22361,8568,2936,4497
Bexar County, Texas,1993,1255484,1.9274,23741,22368,8878,3355,4471
Bexar County, Texas,1994,1280695,2.0081,25211,22870,9220,3426,-2303
Bexar County, Texas,1995,1303692,1.7957,22997,23075,9121,3928,3984
Bexar County, Texas,1996,1321863,1.3938,18171,22618,9402,4290,990
Bexar County, Texas,1997,1340235,1.3899,18372,23215,9399,4940,6918
Bexar County, Texas,1998,1359906,1.4677,19671,23535,9540,4345,284
Bexar County, Texas,1999,1378688,1.3811,18782,23806,9562,4339,108
Bexar County, Texas,2000,1392931,1.0331,14243,,,,
Bexar County, Texas,2001,1419020,1.873,26089,24048,10161,4365,-84
Bexar County, Texas,2002,1446755,1.9545,27735,24085,10216,2787,9901
Bexar County, Texas,2003,1469623,1.5806,22868,24884,10360,-571,9818
Bexar County, Texas,2004,1500919,2.1295,31296,25405,10478,5153,6655
Bexar County, Texas,2005,1529270,1.8889,28351,25520,10535,3257,7429
Bexar County, Texas,2006,1573935,2.9207,44665,26212,10570,4316,20598
Bexar County, Texas,2007,1615210,2.6224,41275,26924,10683,2739,19089
Bexar County, Texas,2008,1651709,2.2597,36499,27518,10822,3171,12653
Bexar County, Texas,2009,1685628,2.0536,33919,27664,10975,2940,10797
Bexar County, Texas,2010,1714773,1.729,29145,6214,2789,856,3590
Bexar County, Texas,2011,1755361,2.367,40588,26203,11407,3841,13832
Bexar County, Texas,2012,1788738,1.9014,33377,25870,11413,5987,12738
Bexar County, Texas,2013,1821328,1.822,32590,26432,12284,4730,13537
Bexar County, Texas,2014,1858003,2.0136,36675,27455,12270,5861,15455
